"","test_trimmed_scaled$td","predict","p0","p1"
"1","0","0",0.464392288949845,0.535607711050155
"2","0","0",0.478441404441513,0.521558595558487
"3","0","1",0.46337204519445,0.53662795480555
"4","0","0",0.475524961106061,0.524475038893939
"5","0","0",0.485682085219548,0.514317914780452
"6","0","1",0.456176755458785,0.543823244541215
"7","0","0",0.488707239937656,0.511292760062344
"8","0","0",0.49046400548271,0.50953599451729
"9","0","0",0.489863617286581,0.510136382713419
"10","0","1",0.461236456011395,0.538763543988605
"11","0","0",0.485062952979183,0.514937047020817
"12","0","0",0.483878291713353,0.516121708286647
"13","0","0",0.479577428124208,0.520422571875792
"14","0","0",0.48370069111557,0.51629930888443
"15","0","1",0.458122430594508,0.541877569405492
"16","0","0",0.483427826024742,0.516572173975258
"17","0","0",0.489031829774403,0.510968170225597
"18","0","0",0.492441578121117,0.507558421878883
"19","0","0",0.474438762019683,0.525561237980317
"20","0","0",0.492441578121117,0.507558421878883
"21","0","1",0.439921859534287,0.560078140465713
"22","0","0",0.492392285493466,0.507607714506534
"23","0","0",0.480270228979815,0.519729771020186
"24","1","0",0.484167189754808,0.515832810245192
"25","0","0",0.471575714658834,0.528424285341166
"26","0","0",0.483748661858869,0.516251338141131
"27","0","0",0.476449969562956,0.523550030437044
"28","0","0",0.46796221145019,0.53203778854981
"29","1","0",0.478423287933778,0.521576712066222
"30","0","1",0.422002029361437,0.577997970638563
"31","0","0",0.471085533760283,0.528914466239717
"32","0","1",0.458641196968814,0.541358803031186
"33","0","0",0.491539200578795,0.508460799421205
"34","1","1",0.42040557123539,0.57959442876461
"35","0","0",0.481376279341514,0.518623720658486
"36","0","0",0.482700796981495,0.517299203018505
"37","0","1",0.439116232341148,0.560883767658852
"38","0","1",0.459096504538876,0.540903495461124
"39","1","0",0.478270725712317,0.521729274287683
"40","0","1",0.440688100499318,0.559311899500682
"41","0","1",0.433508304442436,0.566491695557564
"42","0","0",0.479072810960238,0.520927189039762
"43","0","1",0.451978736505819,0.548021263494181
"44","0","0",0.490597586697301,0.509402413302699
"45","1","1",0.449563095639574,0.550436904360426
"46","1","1",0.444712147556815,0.555287852443185
"47","0","1",0.458011906012927,0.541988093987073
"48","1","0",0.481801513132412,0.518198486867588
"49","0","1",0.462128724834271,0.537871275165729
"50","0","0",0.484259012058155,0.515740987941845
"51","0","1",0.442292945895271,0.557707054104729
"52","0","0",0.466662664490084,0.533337335509916
"53","0","0",0.475429947999968,0.524570052000032
"54","0","1",0.409982710776383,0.590017289223617
"55","1","0",0.480546905667563,0.519453094332437
"56","0","1",0.422614669991907,0.577385330008093
"57","0","0",0.485610556055737,0.514389443944263
"58","0","0",0.481055373393979,0.51894462660602
"59","0","0",0.485907839027107,0.514092160972893
"60","0","0",0.480200468717568,0.519799531282432
"61","0","0",0.470921732419765,0.529078267580235
"62","0","0",0.488248099875621,0.511751900124379
"63","0","1",0.45781466515634,0.54218533484366
"64","0","1",0.449208865430893,0.550791134569108
"65","0","0",0.472802573528957,0.527197426471043
"66","0","0",0.465611382164585,0.534388617835415
"67","0","0",0.492502694520877,0.507497305479124
"68","0","0",0.472259706206535,0.527740293793465
"69","0","1",0.460513352462266,0.539486647537734
"70","0","0",0.492441578121117,0.507558421878883
"71","0","0",0.466630431549941,0.533369568450059
"72","0","0",0.488060547352992,0.511939452647008
"73","0","1",0.434368895935102,0.565631104064898
"74","0","0",0.483597241010565,0.516402758989435
"75","0","1",0.4491908640653,0.5508091359347
"76","0","1",0.457245817304664,0.542754182695336
"77","0","0",0.463785215202394,0.536214784797606
"78","0","0",0.481162076379324,0.518837923620676
"79","0","0",0.484056375397207,0.515943624602793
"80","0","0",0.479277218747742,0.520722781252258
"81","0","0",0.481900834567407,0.518099165432593
"82","0","0",0.470054149893924,0.529945850106076
"83","0","0",0.487741680698048,0.512258319301952
"84","0","1",0.455509667740563,0.544490332259437
"85","0","0",0.47005818479283,0.52994181520717
"86","0","0",0.490929653525034,0.509070346474966
