1.000000000000000000e+00,0.000000000000000000e+00,6.934089660644531250e-01,3.065910637378692627e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.565288424491882324e-01,4.347116872668266296e-02
1.000000000000000000e+00,0.000000000000000000e+00,8.497920036315917969e-01,1.502079814672470093e-01
1.000000000000000000e+00,0.000000000000000000e+00,8.078044056892395020e-01,1.921955198049545288e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.220251083374023438e-01,4.779749512672424316e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.788378179073333740e-01,5.211621522903442383e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.828109264373779297e-01,2.171890884637832642e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.846695661544799805e-01,1.533039193600416183e-02
1.000000000000000000e+00,0.000000000000000000e+00,6.080364584922790527e-01,3.919636011123657227e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.623017549514770508e-01,4.376982748508453369e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.697694778442382812e-01,3.023051843047142029e-02
1.000000000000000000e+00,0.000000000000000000e+00,8.490322828292846680e-01,1.509676873683929443e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.389078497886657715e-01,3.610921800136566162e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.050640106201171875e-01,4.949360191822052002e-01
1.000000000000000000e+00,0.000000000000000000e+00,8.741774559020996094e-01,1.258224993944168091e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.614006757736206055e-01,3.385993242263793945e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.999482631683349609e-01,5.174040416022762656e-05
1.000000000000000000e+00,0.000000000000000000e+00,5.660549402236938477e-01,4.339450001716613770e-01
1.000000000000000000e+00,0.000000000000000000e+00,8.443184494972229004e-01,1.556815654039382935e-01
1.000000000000000000e+00,0.000000000000000000e+00,8.280444145202636719e-01,1.719556450843811035e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.548190474510192871e-01,4.451809823513031006e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.908962845802307129e-01,9.103698655962944031e-03
1.000000000000000000e+00,0.000000000000000000e+00,9.932156205177307129e-01,6.784318946301937103e-03
0.000000000000000000e+00,1.000000000000000000e+00,5.547348260879516602e-01,4.452651739120483398e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.888919115066528320e-01,2.111080586910247803e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.314470887184143066e-01,5.685529112815856934e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.529742836952209473e-01,4.470256865024566650e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.325668811798095703e-01,6.743310391902923584e-02
0.000000000000000000e+00,1.000000000000000000e+00,7.554464936256408691e-01,2.445534318685531616e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.684399068355560303e-01,5.315601229667663574e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.894154369831085205e-01,5.105845928192138672e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.465518891811370850e-01,5.534481406211853027e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.095025718212127686e-01,6.904973983764648438e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.062059521675109863e-01,5.937940478324890137e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.800248026847839355e-01,3.199751675128936768e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.274011373519897461e-01,2.725988328456878662e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.536629974842071533e-01,6.463369727134704590e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.537809193134307861e-01,5.462191104888916016e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.146024048328399658e-01,6.853976249694824219e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.326731801033020020e-01,4.673268198966979980e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.134149551391601562e-01,5.865849852561950684e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.749424755573272705e-01,5.250574946403503418e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.652822673320770264e-01,6.347177028656005859e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.826480567455291748e-01,7.173519730567932129e-01
