"","test_trimmed_scaled$td","predict","p0","p1"
"1","0","0",0.0608590954246616,0.939140904575338
"2","0","0",0.10496754609529,0.89503245390471
"3","0","1",0.0383443623057981,0.961655637694202
"4","0","1",0.0291118811441168,0.970888118855883
"5","0","0",0.0832116631503834,0.916788336849617
"6","0","1",0.0301291385224336,0.969870861477566
"7","0","0",0.0534989919546874,0.946501008045313
"8","0","1",0.0352273298773169,0.964772670122683
"9","0","0",0.0959566137829071,0.904043386217093
"10","0","0",0.0405707512115859,0.959429248788414
"11","0","0",0.105934301659121,0.894065698340879
"12","0","1",0.0285470222233742,0.971452977776626
"13","0","1",0.0291849279374131,0.970815072062587
"14","0","1",0.0354856840707191,0.964514315929281
"15","0","0",0.0439424302766416,0.956057569723358
"16","0","0",0.0403305515490392,0.959669448450961
"17","0","1",0.0306974327787639,0.969302567221236
"18","0","0",0.0905182073555795,0.909481792644421
"19","0","0",0.0492941411471512,0.950705858852849
"20","0","0",0.0764656592433776,0.923534340756622
"21","0","0",0.0663093747193231,0.933690625280677
"22","0","0",0.0453065218185566,0.954693478181443
"23","0","0",0.101040925419887,0.898959074580113
"24","1","1",0.0280242747104113,0.971975725289589
"25","0","0",0.0464064722581726,0.953593527741827
"26","0","0",0.0749725541781121,0.925027445821888
"27","0","1",0.0389475369526001,0.9610524630474
"28","0","1",0.0295436768033613,0.970456323196639
"29","1","1",0.0282142149400939,0.971785785059906
"30","0","0",0.0680181906841865,0.931981809315813
"31","0","1",0.0342147320105101,0.96578526798949
"32","0","1",0.0285729263151408,0.971427073684859
"33","0","1",0.0368140980369822,0.963185901963018
"34","1","1",0.035085722364668,0.964914277635332
"35","0","1",0.0334274291892897,0.96657257081071
"36","0","1",0.0285521792736507,0.971447820726349
"37","0","0",0.0820682926096722,0.917931707390328
"38","0","0",0.0529002960749825,0.947099703925017
"39","1","1",0.0391642378613385,0.960835762138662
"40","0","1",0.0325041980419986,0.967495801958001
"41","0","0",0.0895757525065584,0.910424247493442
"42","0","1",0.0286054487682705,0.97139455123173
"43","0","0",0.0696794066348112,0.930320593365189
"44","0","0",0.0419815839494253,0.958018416050575
"45","1","0",0.0749450030416352,0.925054996958365
"46","1","1",0.0400865000880428,0.959913499911957
"47","0","1",0.0281771366861907,0.971822863313809
"48","1","0",0.0770353271152412,0.922964672884759
"49","0","0",0.0522543973073274,0.947745602692672
"50","0","0",0.0682836364074563,0.931716363592544
"51","0","0",0.101621066537056,0.898378933462944
"52","0","1",0.0317212865018538,0.968278713498146
"53","0","0",0.0842353564896697,0.91576464351033
"54","0","0",0.0940703833506455,0.905929616649355
"55","1","0",0.0604093134663,0.9395906865337
"56","0","0",0.0649896459263684,0.935010354073632
"57","0","0",0.0663318750318904,0.93366812496811
"58","0","0",0.104985778260637,0.895014221739363
"59","0","1",0.0328151007279442,0.967184899272056
"60","0","0",0.0415046507358691,0.958495349264131
"61","0","0",0.0445389772583689,0.955461022741631
"62","0","0",0.0644114873134958,0.935588512686504
"63","0","0",0.102336519218217,0.897663480781783
"64","0","0",0.0522091121543487,0.947790887845651
"65","0","0",0.0972602386558651,0.902739761344135
"66","0","0",0.0964357238159663,0.903564276184034
"67","0","0",0.110242702517625,0.889757297482375
"68","0","0",0.0990126759267074,0.900987324073293
"69","0","0",0.0784396586955414,0.921560341304459
"70","0","1",0.0370880867560807,0.962911913243919
"71","0","1",0.033833296227347,0.966166703772653
"72","0","1",0.0315613704072949,0.968438629592705
"73","0","0",0.0539189441784889,0.946081055821511
"74","0","0",0.0492601579561362,0.950739842043864
"75","0","0",0.0611036509144904,0.93889634908551
