"","test_trimmed_scaled$td","predict","p0","p1"
"76","0","0",0.0826831375187392,0.917316862481261
"77","0","1",0.0356494208334127,0.964350579166587
"78","0","0",0.0761944454970767,0.923805554502923
"79","0","0",0.113856546400951,0.886143453599049
"80","0","1",0.0355660536150455,0.964433946384954
"81","0","0",0.0702212421498902,0.92977875785011
"82","0","1",0.0284399541468562,0.971560045853144
"83","0","0",0.104439269336361,0.895560730663639
"84","0","0",0.0847417606837148,0.915258239316285
"85","0","0",0.0883624638835363,0.911637536116464
"86","0","0",0.0639952513944856,0.936004748605514
"87","0","0",0.108799047632007,0.891200952367993
"88","0","0",0.0525013701175981,0.947498629882402
"89","0","1",0.0278167169534415,0.972183283046558
"90","0","1",0.0384744621274715,0.961525537872528
"91","0","0",0.105642294681341,0.894357705318659
"92","0","0",0.0568573800928633,0.943142619907137
"93","0","0",0.102068306353883,0.897931693646117
"94","0","1",0.0292241418025093,0.970775858197491
"95","0","1",0.0273766058241746,0.972623394175825
"96","0","1",0.0284980442108542,0.971501955789146
"97","0","0",0.0573061556711891,0.942693844328811
"98","0","0",0.0572116820414134,0.942788317958587
"99","0","0",0.104845700463732,0.895154299536268
"100","0","0",0.0854076665125841,0.914592333487416
"101","0","1",0.0305591876302679,0.969440812369732
"102","0","0",0.0512692568078763,0.948730743192124
"103","0","0",0.042255872012408,0.957744127987592
"104","0","1",0.0365521789205577,0.963447821079442
"105","0","0",0.0416011311490112,0.958398868850989
"106","1","1",0.0339122416014739,0.966087758398526
"107","1","0",0.0807271899289988,0.919272810071001
"108","1","1",0.0311452640731171,0.968854735926883
"109","1","0",0.0666563828221271,0.933343617177873
"110","1","0",0.0928594397684694,0.907140560231531
"111","1","1",0.0346580630279008,0.965341936972099
"112","1","0",0.0625446591031317,0.937455340896868
"113","1","1",0.0305271812978876,0.969472818702112
"114","1","0",0.073907012423302,0.926092987576698
"115","1","1",0.0285876112782646,0.971412388721735
"116","1","0",0.0800278216929872,0.919972178307013
"117","1","1",0.0375454083420964,0.962454591657904
"118","0","0",0.0436698070465362,0.956330192953464
"119","0","1",0.0295793991343438,0.970420600865656
"120","0","0",0.0885341692630671,0.911465830736933
"121","0","0",0.0854766491606902,0.91452335083931
"122","0","0",0.0522230604843701,0.94777693951563
"123","0","0",0.0549719024654325,0.945028097534568
"124","0","0",0.075417613298054,0.924582386701946
"125","0","1",0.0336036187012057,0.966396381298794
"126","0","0",0.116402179491222,0.883597820508778
"127","0","0",0.0951161664561496,0.90488383354385
"128","0","1",0.0281243713921916,0.971875628607808
"129","0","1",0.0280755230085704,0.97192447699143
"130","0","1",0.0276193475754169,0.972380652424583
"131","0","0",0.0624845150386102,0.93751548496139
"132","0","0",0.041609033665204,0.958390966334796
"133","0","0",0.0911422673076798,0.90885773269232
"134","0","1",0.036289269534848,0.963710730465152
"135","0","0",0.0938836260195811,0.906116373980419
"136","0","1",0.0319989213105834,0.968001078689417
"137","0","0",0.0983545348185049,0.901645465181495
"138","0","0",0.109029756635558,0.890970243364441
"139","0","1",0.0337908399176008,0.966209160082399
"140","0","0",0.0945224402799603,0.90547755972004
"141","0","1",0.0341529895352258,0.965847010464774
"142","0","0",0.099990724898832,0.900009275101168
"143","0","0",0.0976462721465195,0.90235372785348
"144","0","0",0.0470319223980325,0.952968077601967
"145","0","0",0.0983407785913832,0.901659221408617
"146","0","0",0.104528615733819,0.895471384266181
"147","0","0",0.0713049693352669,0.928695030664733
"148","0","0",0.0706893065970365,0.929310693402963
"149","0","0",0.0714750058912596,0.92852499410874
"150","0","1",0.0390730292404095,0.96092697075959
"151","0","0",0.0564820403551864,0.943517959644814
"152","0","0",0.103888841870733,0.896111158129267
"153","0","0",0.101048691104564,0.898951308895436
"154","0","0",0.114672022489553,0.885327977510447
"155","0","0",0.116466660967815,0.883533339032185
"156","0","1",0.0303121646691629,0.969687835330837
"157","0","0",0.0469482498175292,0.953051750182471
"158","0","1",0.0285299269861612,0.971470073013839
"159","0","1",0.0387826052720571,0.961217394727943
"160","0","1",0.0305822868519694,0.969417713148031
"161","0","1",0.0284306921940396,0.97156930780596
"162","0","1",0.0374738288231079,0.962526171176892
"163","0","1",0.0315365840670045,0.968463415932995
"164","0","1",0.0310270634036674,0.968972936596333
"165","0","1",0.0297337566617846,0.970266243338215
"166","0","0",0.105697068321008,0.894302931678992
"167","0","0",0.0415742088162673,0.958425791183733
"168","0","1",0.0343946494693231,0.965605350530677
"169","0","0",0.0471404544701615,0.952859545529838
"170","0","1",0.0395810105445967,0.960418989455403
"171","0","0",0.0954572166209468,0.904542783379053
"172","1","1",0.0332864792230473,0.966713520776953
"173","0","1",0.0281407341106122,0.971859265889388
"174","0","1",0.0380464640153421,0.961953535984658
"175","0","0",0.0773570288695052,0.922642971130495
"176","0","0",0.0415422449392508,0.958457755060749
"177","0","1",0.0296732213244459,0.970326778675554
"178","0","1",0.0327692460848505,0.967230753915149
"179","0","0",0.117050659722791,0.882949340277209
"180","0","0",0.0641268645673234,0.935873135432677
"181","0","0",0.105276237361789,0.894723762638211
"182","0","0",0.0715063805948212,0.928493619405179
"183","0","0",0.0588411668257125,0.941158833174288
"184","0","1",0.0355227841607551,0.964477215839245
"185","0","0",0.040494152355117,0.959505847644883
"186","0","1",0.0367162197254509,0.963283780274549
"187","0","0",0.0678812560424986,0.932118743957501
"188","0","1",0.0368305293130944,0.963169470686906
"189","0","0",0.0790827097306238,0.920917290269376
"190","0","0",0.0908057735737369,0.909194226426263
"191","0","0",0.114506519945477,0.885493480054523
"192","0","0",0.0511384366614048,0.948861563338595
"193","0","0",0.0646740414124028,0.935325958587597
"194","0","1",0.0284899488152414,0.971510051184759
"195","0","0",0.0780986193104524,0.921901380689548
"196","0","0",0.0442484308044237,0.955751569195576
"197","0","0",0.0807800072076054,0.919219992792395
"198","0","1",0.0377355181077813,0.962264481892219
"199","0","1",0.0341806729182713,0.965819327081729
"200","0","1",0.0298508117983041,0.970149188201696
"201","0","0",0.0631881050412267,0.936811894958773
"202","0","1",0.0395357077877456,0.960464292212254
"203","0","0",0.109974955522395,0.890025044477605
"204","0","0",0.104642894898407,0.895357105101593
