1.000000000000000000e+00,0.000000000000000000e+00,9.849644303321838379e-01,1.503555849194526672e-02
1.000000000000000000e+00,0.000000000000000000e+00,9.719156622886657715e-01,2.808432653546333313e-02
1.000000000000000000e+00,0.000000000000000000e+00,5.351129174232482910e-01,4.648871123790740967e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.188868522644042969e-02,9.281113147735595703e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.981668710708618164e-01,2.018331140279769897e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.955830097198486328e-01,2.044170498847961426e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.687457561492919922e-01,3.312541842460632324e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.512675046920776367e-01,4.487324655055999756e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.537184238433837891e-01,4.628158733248710632e-02
1.000000000000000000e+00,0.000000000000000000e+00,3.748304545879364014e-01,6.251695752143859863e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.713140130043029785e-01,2.868597768247127533e-02
1.000000000000000000e+00,0.000000000000000000e+00,7.967668175697326660e-01,2.032331377267837524e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.897336959838867188e-01,5.102663040161132812e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.176045775413513184e-01,2.823954224586486816e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.936027407646179199e-01,3.063972294330596924e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.930693387985229492e-01,3.069306313991546631e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.932648181915283203e-01,4.067351818084716797e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.814077734947204590e-01,2.185921519994735718e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.595966935157775879e-01,4.040336981415748596e-02
1.000000000000000000e+00,0.000000000000000000e+00,6.313436031341552734e-01,3.686564266681671143e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.164298772811889648e-01,8.357010036706924438e-02
1.000000000000000000e+00,0.000000000000000000e+00,9.544613361358642578e-01,4.553860425949096680e-02
1.000000000000000000e+00,0.000000000000000000e+00,8.122285604476928711e-01,1.877714544534683228e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.155119925737380981e-01,7.844880223274230957e-01
1.000000000000000000e+00,0.000000000000000000e+00,8.344979882240295410e-01,1.655020266771316528e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.193058267235755920e-01,8.806942105293273926e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.400689125061035156e-01,2.599310874938964844e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.790247082710266113e-01,5.209752321243286133e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.816895961761474609e-01,4.183104038238525391e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.712301492691040039e-01,2.876984141767024994e-02
1.000000000000000000e+00,0.000000000000000000e+00,3.905426859855651855e-01,6.094573140144348145e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.982530832290649414e-01,6.017469167709350586e-01
1.000000000000000000e+00,0.000000000000000000e+00,7.145199179649353027e-01,2.854801118373870850e-01
0.000000000000000000e+00,1.000000000000000000e+00,9.692311286926269531e-01,3.076886571943759918e-02
1.000000000000000000e+00,0.000000000000000000e+00,3.463315069675445557e-01,6.536684036254882812e-01
1.000000000000000000e+00,0.000000000000000000e+00,8.305526375770568848e-01,1.694473922252655029e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.840750336647033691e-01,4.159249663352966309e-01
