"","mean_speed","mean_acc_lot","mean_acc_lan","sd_speed","sd_acc_lot","sd_acc_lat","max_speed","max_acc_lot","max_acc_lat","min_speed","mean_acc_lot","mean_acc_lan"
"1",8.78896098797213,0.507339552574917,0.0632546069713115,9.32092680141303,1.14674850114025,0.388113115214971,21.25,5.12215,1.97595,7.4303e-06,0.507339552574917,0.0632546069713115
"2",14.4019390368033,0.546317235374754,0.0624727770647541,10.9605541726966,1.10276364441578,0.47488616763202,26.237,5.6766,2.91485,0.0001937,0.546317235374754,0.0624727770647541
"3",9.73266714031967,0.58141644024441,0.0676557281508197,10.8964057898487,1.07531131382737,0.42411013262318,26.21,5.59255,2.5785,1.05435e-05,0.58141644024441,0.0676557281508197
"4",16.3615667791721,0.615562054018238,0.278109587393443,12.4330819267834,1.27209920795369,0.543957875506542,29.591,5.84965,2.09445,6.14395e-05,0.615562054018238,0.278109587393443
"5",14.4458821615574,0.61433066208809,0.199972036655738,12.0527412196513,1.50793366112514,0.472669392215012,28.123,7.26555,1.7673,0.000130065,0.61433066208809,0.199972036655738
"6",16.4317036843443,0.627945993133041,0.070490478852459,11.7552908422977,1.35668539828996,0.365900916056628,27.6675,6.5421,1.9102,0.00010938,0.627945993133041,0.070490478852459
"7",8.9671848138459,0.511131152458631,0.0401753688713115,10.2207253427132,1.26627186529105,0.291039891533354,23.7345,4.95185,1.7524,5.5857e-06,0.511131152458631,0.0401753688713115
"8",10.9458792102459,0.780163218496153,0.0625248856557377,13.3418509743999,1.30906713957811,0.337703727203403,34.514,6.86185,1.8738,0.000124615,0.780163218496153,0.0625248856557377
"9",18.0853768846967,0.866685962521656,0.459521784557377,15.9284277913543,1.53216532689185,0.857040710253468,38.537,6.0277,2.7304,6.64675e-05,0.866685962521656,0.459521784557377
"10",12.7693856925164,0.507655225325359,0.042841085295082,8.85121192943867,0.991234257917013,0.29353938251777,21.6515,3.8074,1.5216,9.19385e-05,0.507655225325359,0.042841085295082
"11",13.1442701555492,0.555185665839902,0.101260592866393,9.14786444759435,1.12997303721302,0.317890938356512,23.957,4.38575,1.02105,3.92325e-05,0.555185665839902,0.101260592866393
"12",12.8376389005738,0.45375309778541,0.0670612321967213,8.59674136082517,0.89402146402451,0.359942296048856,21.599,4.36545,1.7362,0.00022188,0.45375309778541,0.0670612321967213
"13",5.24805578563934,0.396356501919824,0.0631298667895082,6.98502783121964,1.1543377002958,0.400729208768728,17.9905,5.71405,2.42295,5.7568e-06,0.396356501919824,0.0631298667895082
"14",15.3202658134426,0.600128437489295,0.0340936665491803,11.1384792757233,1.35820656160003,0.275628654667702,25.708,5.05975,1.00455,0.000198465,0.600128437489295,0.0340936665491803
"15",13.2172031159016,0.522645764956475,0.0710352281885246,8.96517332560042,1.18402999829113,0.554524249956637,24.675,4.51745,3.08585,0.000188065,0.522645764956475,0.0710352281885246
"16",14.3958972521328,0.828564585975623,0.0655729864918033,15.0901988952399,1.37220088638566,0.380663853008526,36.174,5.82535,1.66725,6.9376e-06,0.828564585975623,0.0655729864918033
"17",6.09515606456557,0.343077272673301,0.0206824924881967,6.50848434174057,0.780057023006069,0.265469253801174,15.356,4.6884,0.742635,3.77355e-05,0.343077272673301,0.0206824924881967
"18",10.5155059382131,0.454118028624901,0.0383219265663934,8.04867649438042,1.0926269159834,0.228365926130312,20.774,5.4124,0.96541,8.3561e-05,0.454118028624901,0.0383219265663934
"19",10.6970439112213,0.463530031677729,0.0711502198587295,8.86007691602042,1.35074672358628,0.466904392780687,20.513,6.20755,2.4691,1.0931e-05,0.463530031677729,0.0711502198587295
"20",8.32404322885246,0.622067105686402,0.0494588980885246,10.3961784546016,1.154223366067,0.399452681398246,26.716,4.6335,1.89845,1.34355e-05,0.622067105686402,0.0494588980885246
"21",11.5360783795902,0.629312071427764,0.0491019218196721,11.7921593450873,1.33297599362073,0.521464348899001,26.3415,5.64665,3.42485,0.00011556,0.629312071427764,0.0491019218196721
"22",12.4444733858197,0.63260807742182,0.128008472721311,11.8028333024379,2.16673921676888,0.851257929342904,26.0485,8.5368,4.76385,0.000125975,0.63260807742182,0.128008472721311
