"","win60s","RunName","drowsy","Event_ID","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"4854",4,"A_M1055OM04_3S3RNA",FALSE,102,1.2744,1.5161,-0.21972,-5.0976,-5.9326,-0.48345,2.19725,-1.1865,-1.626,-1.6699,-1.6699,2.8564,2.2192,-1.3623,-4.06495,-4.83395,-1.93355,-1.4502,-0.241695,0.1977715,0.988745,-1.2305,-1.5381,-0.54931,1.582,-1.56005,-5.9985,-5.7787,-6.98725,-17.8415,-1.2305,-1.34035,-9.0527,-9.44815,-12.722,-4.9658,-7.2729,-6.0424,-9.77775,-11.316,-10.041,-5.5151,-5.6689,-5.7568,-8.4374,-8.3935,-8.45945,-9.97535,-7.2509,-9.05265,-11.052,-12.107,-3.3398,-5.60305,-7.77825,-5.9765,-9.40425,-10.964,-8.89885,-9.6899,-12.041
"4855",5,"A_M1055OM04_3S3RNA",FALSE,102,-7.3388,-5.71285,-3.6474,-12.239,-10.503,-10.635,-3.38375,-2.395,-11.118,-7.62445,-12.217,-10.261,-9.5141,-7.91005,-5.7568,-8.23965,-8.1957,-8.59125,-7.9101,-9.27245,-10.547,-5.669,-5.82275,-5.0537,-2.5488,-1.25245,-1.2305,-1.23045,-1.27435,0,-1.010745,-1.4283,1.2305,0.74706,-4.5264,-1.9336,-1.0986,-0.856955,0.153795,-4.35055,3.07615,3.3618,-0.131825,-0.37353,-3.44975,-2.8127,0.988785,6.19625,-2.5488,-11.294,-26.6745,-23.093,-24.038,-16.26,-17.666,-21.423,-20.632,-23.335,-10.0855,-1.5381,0.21972
"4856",6,"A_M1055OM04_3S3RNA",FALSE,102,0.00012875,-0.70311,-0.856965,-2.1533,-0.65917,-0.65916,-3.4497,-0.74701,3.27385,2.0215,3.4937,6.7016,4.2187,4.1308,4.5923,7.1191,4.50435,1.29635,8.767,6.81145,2.32905,5.09765,4.48245,1.07675,8.32765,6.50385,5.38325,3.0761,5.8886,8.7231,3.8672,10.986,2.5488,-1.2744,6.67965,12.173,9.77775,1.8237,2.26315,-2.85635,11.03,9.11855,-0.30761,-2.06545,-2.6806,-1.6699,1.45015,-0.13183,0.19772,-0.35158,1.2964,-0.30761,-0.98879,-0.0878795,0.153805,-0.043964,-0.747095,-0.703145,-0.30761,-0.175805,1.7578
"4857",7,"A_M1055OM04_3S3RNA",FALSE,103,0.96673,-1.1865,-0.681175,-0.43945,-0.57128,-1.4502,-1.07665,1.95555,0.37353,0.96681,0.2417,0.549285,-0.35157,-2.43895,-1.25245,-1.2744,-0.21972,0.52732,0.022101145,-2.15000000000007e-05,-6.28415,-4.46045,-2.1534,1.51615,0.263655,-5.64695,-6.70155,4.02095,2.04345,-1.49415,-1.604,-1.9995,-3.955,-2.6368,-1.6919,-0.74706,-1.0327,-0.19773,-1.1426,-0.81296,-2.3071,-2.28515,-3.999,-1.0547,-1.58205,-0.83497,-0.834975,1.0107,-0.307605,0.241695,0.395505,-0.30761,-1.71385,-0.76903,0.197715,-0.59328,-2.59275,-1.29635,-1.6699,0.39552,2.2851
"4858",8,"A_M1055OM04_3S3RNA",FALSE,104,0.39531,-1.20845,0.24168,-1.1865,-1.86765,-1.2744,1.93355,-3.2519,-1.7578,-0.30761,0.3955,1.4941,-0.83498,-0.769025,-0.966785,-2.0654,-0.043945,0.43945,-1.3843,-0.61523,-1.73585,-0.373405,1.9116,1.1865,-1.2964,-4.70215,-0.72512,1.0107,0.79101,-0.043945,1.40625,-1.0986,-1.4062,-1.60405,-1.16455,-1.67,-1.1865,-0.19772,0.351585,-0.21972,-0.96679,-1.626,-0.0219295,-1.1426,-5.625,-4.52635,-6.416,-4.6142,-4.4384,-4.4384,-4.92185,-6.9433,-7.4707,-6.8554,-4.79,-4.37255,-4.0869,-4.0869,-4.0869,-3.2959,-3.2959
"4859",9,"A_M1055OM04_3S3RNA",FALSE,106,-3.2959,6.1523,7.27285,0.76911,7.11905,-1.4502,-1.8237,-1.2745,-0.74705,-2.26315,-3.03215,0.1099,0.21972,-2.65865,-1.18655,1.0986,1.7578,1.6699,-4.153,-4.68015,-20.8075,-33.0685,-28.9155,-23.159,-21.819,-19.16,-13.359,-4.6582,-1.69185,-1.8896,0,0.70314,0.0659175,-1.626,0.28565,3.8012,5.2954,3.9552,5.8667,2.9223,5.80075,6.28415,7.4706,0.1100335,0.065928,6.7236,14.5895,5.4711,2.8784,3.71335,4.39445,3.7353,5.51495,2.7246,5.8447,4.3066,4.19675,1.6699,2.74655,3.97715,-1.0547
"4860",10,"A_M1055OM04_3S3RNA",FALSE,106,0.044052,-0.8131,-0.4174,-1.01075,-2.6148,2.1313,-0.08789,-1.2305,-4.37255,-2.41695,3.25195,0.28562,-1.9336,-5.80075,-1.42815,2.439,-0.26367,-0.285395,-0.30756,-0.988745,-1.09865,-2.1314,-1.648,-0.944755,-0.3955,-0.52735,-0.703175,-0.35144,0.593255,0.153805,-4.702,-8.1738,-7.9539,-11.162,-5.581,-7.86625,-6.83365,-6.416,-9.1845,-6.85545,-14.524,-10.569,-11.052,-8.2836,-5.625,-9.82175,-7.53665,-10.151,-8.5693,-9.8437,-8.94285,-10.503,-6.4161,-6.5039,-7.6904,-8.41545,-9.8876,-7.4267,-11.404,-11.755,-11.909
"4861",11,"A_M1055OM04_3S3RNA",FALSE,106,-8.3935,-8.98675,-6.8115,-7.8881,-7.8662,-10.613,-11.601,-7.0311,-7.00925,-11.03,-11.03,-5.36125,-4.812,-10.349,-6.7675,-10.063,-8.1738,-11.382,-7.4047,-7.7784,-10.8105,-8.17375,-5.1416,-1.84565,-2.43895,-0.65917,-3.27385,-0.768985,-1.16455,-1.62595,-1.4282,-0.39544,-1.53825,-0.96679,0.17578,-2.06545,-1.07665,-3.5595,-1.4062,2.9443,-0.35158,-1.16455,0.307615,-1.23045,-2.10925,-1.03275,-0.461345,-1.07655,-1.5162,-2.0654,-0.966795,-0.109875,-1.8896,-2.02145,0.241665,-1.95555,0.439905,4.4825,7.16295,-2.43895,-2.6367
"4862",12,"A_M1055OM04_3S3RNA",FALSE,202,-2.1095,-4.1747,1.3623,4.8779,0.19775,-0.92291,-0.900875,0.57128,-0.834965,-1.2523,-0.988795,0.48317,1.14255,-2.87855,-2.04345,-0.0439235,2.7246,2.61475,3.8232,5.18555,6.1523,8.50345,4.1748,5.66895,8.1957,5.09775,6.0203,5.14155,7.7783,7.6904,6.394,5.99855,4.7681,5.31725,7.18485,4.72405,5.625,6.8774,7.86625,8.3496,6.83345,6.70165,8.06385,7.0311,5.3173,6.6796,8.19575,7.3608,4.8999,6.9653,0.747,-1.31835,4.6142,2.9443,3.18605,0.39572,6.3281,7.2509,-0.615295,0.0220046885,-1.8457
"4863",13,"A_M1055OM04_3S3RNA",FALSE,203,-2.1094,-2.37305,3.2738,-3.23,-2.21925,-1.01085,1.40625,-0.043945,0.10981,-3.64745,-3.12015,-0.41736,-0.834965,-0.593275,-1.20835,-7.6684,0.48348,1.80185,-5.55915,0.72525,-0.769035,-3.4497,-2.8344,-4.39445,3.97725,-2.7909,-2.0215,-3.0322,-0.52737,-0.59331,-0.90087,-1.0108,-3.84515,-2.96625,-0.175705,-0.8789,1.53815,-0.022101245,-3.36175,-0.878965,-2.3071,-0.505365,0.13183,0.3955,0.26367,-0.219735,-6.21825,-4.0649,-0.54894,4.02095,-1.4503,-3.9551,-3.47155,0.241775,0.483345,-0.505365,-0.329585,-1.1206,-1.86765,-2.65865,-0.83495
"4864",14,"A_M1055OM04_3S3RNA",FALSE,203,-0.43945,0.59329,0.021962,-0.043945,-1.47215,-1.7139,-2.4389,-1.01055,-0.54925,0.6372,-0.13183,0.61523,-2.1533,-1.16455,-2.2192,0.988735,-0.90087,1.1206,-1.09865,-1.4941,-5.05365,-1.4282,0.79101,4.46035,0.85698,-1.9556,-3.2519,3.2519,2.3291,-3.4717,-0.175735,0.241665,-0.37366,-0.988735,-0.15386,-4.6361,-0.57128,-0.483385,0.35156,0.2417,-1.25245,-0.966715,-2.7465,-0.61523,-0.593255,2.92235,0.4614,-4.1308,-1.73575,-4.9218,0.241695,1.1865,-0.74706,-1.51605,-1.9995,-4.74605,0.57135,-2.3071,0.26367,-0.39542,-0.30761
"4865",15,"A_M1055OM04_3S3RNA",FALSE,203,0.65872,-1.8457,-2.6367,-2.9443,-3.99905,-1.1864,3.8232,0.65917,0.219715,-2.6367,-2.9662,-4.65825,-0.52734,-0.922795,2.39505,1.03275,-0.39558,-0.72496,-2.5487,-2.1972,-1.8897,-0.57127,2.2412,1.0547,-0.48347,-0.48339,-4.8779,-1.3183,2.6586,0.263735,0.329585,-1.91155,-3.1201,-3.8012,-0.52734,-0.263765,1.0986,1.2305,-0.37354,-0.285705,-0.17578,-0.219865,-1.4283,-0.43945,-0.988745,-0.65917,-0.70312,-0.08789,1.6699,1.5161,0.241685,0.08789,-3.75735,-1.4502,-1.6699,-0.768985,0.70313,-0.90084,1.18665,-1.6479,0.21972
"4866",16,"A_M1055OM04_3S3RNA",FALSE,203,0.17578,-1.1426,-0.988775,-0.593245,-2.5047,2.06535,0.17578,0.08789,-0.50537,-2.87835,-2.59285,-3.6694,1.5381,2.7246,1.40625,-0.285665,-6.45995,-1.86775,-3.164,-0.988825,2.79005,5.1195,6.2182,-3.62555,-8.2399,-2.7246,-1.62625,3.73555,0.527245,-0.17579,-2.3949,-3.3837,-3.12005,-0.856925,0.966785,0.43945,0.3735,-4.81185,-2.83445,-0.48339,-0.17579,-1.25245,-2.7026,-0.966725,3.66945,-3.40575,-3.3839,-3.0321,-2.6806,-0.8789,-0.21977,-0.022251245,-1.99955,-2.90035,-2.7246,-0.197815,2.5049,-0.87889,1.098635,-3.9111,-1.7578
"4867",17,"A_M1055OM04_3S3RNA",FALSE,204,-1.8896,-1.1865,-0.79101,-0.08789,-0.35156,-0.966785,-12.261,5.91065,3.07605,4.0209,-0.32953,-4.13065,0.571565,0.0878775,0.90074,0.131945,3.97695,-3.0323,-1.73585,-4.50435,-3.31785,-1.0547,-2.76855,-2.59275,2.2411,-0.26367,0.26367,-7.3829,-2.4609,-0.54934,3.8672,4.3066,-1.9117,-5.47085,-2.6148,-2.7242,0.593215,-0.922745,1.6919,-0.439385,-0.83504,-0.83495,-1.40625,0.30769,-0.52739,-0.74714,-1.1645,-0.74706,-0.35156,-1.2524,-1.12055,-0.30757,-0.17578,-0.21972,0.37353,-0.48339,-0.857,-1.1426,-0.43945,0.703025,0.417445
"4868",18,"A_M1055OM04_3S3RNA",FALSE,205,-0.13183,-0.17578,0.505335,-1.58205,-2.0654,-2.0654,0.26365,0.175865,-0.30761,-1.0767,-0.988845,-1.3404,-1.0547,0.83495,-1.1205,-1.3623,-2.8567,-0.61523,1.6919,0.549375,-0.68106,-2.46115,-0.835105,7.29485,2.87865,2.373,2.4608,2.59275,3.25185,2.483,4.61445,1.05455,6.0205,4.19685,3.4937,2.59265,5.93275,3.999,3.62545,0.571285,3.8232,6.10815,6.1084,5.1416,-0.593255,3.5156,5.16355,2.63645,5.40505,2.7685,3.7353,3.5815,3.164,4.6582,3.5156,-0.15374,0.879115,0.307785,-0.52734,1.07665,0.307745
"4869",19,"A_M1055OM04_3S3RNA",FALSE,205,-0.505475,0.878795,0.549355,-1.9993,-0.022101245,-0.000171499999999998,-0.98879,-1.07735,-3.5816,-2.7904,-1.4063,-2.6806,-2.17525,-2.3511,-2.72445,-2.9223,-2.351,-4.1089,-1.582,-2.10925,-1.29635,-2.5049,-9.79975,-3.47185,-1.31835,-2.417,-5.62485,-3.66965,-6.5477,-2.3072,-2.79055,-2.35055,-5.4274,-3.05415,-2.6586,-4.35035,-2.90035,-3.208,-3.84525,-5.8227,-4.02095,-4.79,-1.0546,-3.64685,-6.2622,-4.7461,-3.07635,-4.15255,-4.1749,-4.0651,-2.5928,-1.1426,-2.5488,-1.05455,-0.30761,-0.834975,-0.835015,-2.0214,-4.5703,-1.1204,-2.0654
"4870",20,"A_M1055OM04_3S3RNA",FALSE,205,-1.42835,-4.4383,-3.53755,-3.29575,-2.8345,-2.7247,-5.4931,-2.1533,-2.9001,-2.83445,-1.88985,-5.0977,-5.95445,-3.5377,-2.4828,-2.417,-3.84505,-3.60335,-4.85545,-4.1748,-2.61475,-3.6035,-4.3946,-4.1968,-5.22945,-3.0762,-3.8451,-4.61405,-4.7241,-3.8452,-2.2412,-3.31775,-3.4717,-6.1084,-5.2295,-3.4717,-2.41685,-3.27395,-2.5049,-2.76845,-6.35,-3.6694,0.900785,-0.812855,-5.7568,-5.18565,-2.08755,-3.6474,-4.65825,-0.329715,-2.9443,-3.7135,-6.85545,-3.3181,-0.41737,-2.02135,-8.12975,-6.5039,-1.58205,-1.5381,-1.16455
"4871",21,"A_M1055OM04_3S3RNA",FALSE,206,-4.3067,-4.8782,-3.25185,-1.86765,-2.7027,-3.6471,-4.39465,-3.1422,-1.2964,-3.9768,-3.2957,-0.900825,-1.0107,0.02193,0.966955,-2.30725,-1.3841,-1.5381,-0.703185,1.1866,-0.98878,-0.41737,-1.692,2.65865,1.51625,2.30725,2.26335,0.17578,4.1089,-1.2309,-2.15315,-1.0986,2.6367,2.1757,1.6704,1.38415,1.3842,-0.65911,-0.35156,-0.549355,-1.4721,0.065832,-3.84505,-0.74706,-1.31845,-3.66915,-1.8896,-5.11945,-3.71355,-3.6035,-4.92185,-5.0537,-4.17465,-5.2295,-5.71315,-5.1856,-7.7129,-8.15195,-4.8779,-2.94445,-0.351535
"4872",22,"A_M1055OM04_3S3RNA",FALSE,301,0.395505,-6.65795,-1.45025,-0.966385,-0.48339,0.90079,1.7578,-3.03215,0.417395,0.109779,-5.1416,-1.67005,8.98665,12.3705,5.40535,25.0915,53.349,52.778,107.205,227.175,254.31,245.875,199.05,6.43815,0.79101,-1.67,-3.07615,1.73595,-0.43945,-2.68035,-1.4504,-2.2631,1.4284,-2.39505,-1.47215,-2.0215,-2.1973,-3.3179,0.50575,1.64765,-0.28573,-2.5928,-2.8784,-0.329845,-0.48344,-1.60405,0.153895,-2.26315,-1.9339,-1.2964,-2.21935,-3.31785,-0.43945,-2.14575e-05,-0.72509,-1.8237,-1.582,-1.8017,-0.90081,-1.0328,-0.24157
"4873",23,"A_M1055OM04_3S3RNA",FALSE,304,-1.14245,-0.3955,-1.69195,-1.3403,-0.417585,-2.1094,1.4724,0.131685,0.681145,-2.04335,0.61523,0.90087,-2.32915,-0.0440735,-0.48339,0.044009245,0.63716,-1.56,-2.7905,-1.4062,-2.8344,-5.7567,-7.71205,-4.3508,-4.8779,-4.70205,-6.8115,-5.603,-6.10855,-5.5151,-3.8671,-8.1738,-5.99835,-3.93305,-6.98705,-7.2291,-6.2402,-5.5151,-7.0531,-6.5917,-6.3939,-5.51525,-5.66875,-3.8674,-3.20805,-1.42805,-1.1426,-1.2086,0.43951,6.6572,22.236,25.6865,23.269,22.2145,26.4115,21.1595,25.224,22.544,22.588,24.697,23.62
"4874",24,"A_M1055OM04_3S3RNA",FALSE,304,23.511,21.753,21.423,21.7085,24.0605,25.159,26.389,12.239,3.49345,-1.03275,1.40655,-3.91095,1.20835,-0.175735,-0.681145,-2.32905,-1.58205,-2.4609,-0.35156,-0.109753,-1.7578,-1.582,-1.38425,-1.12055,-1.6041,0.96692,-1.626,-1.31855,0.834995,-0.966745,-1.7578,2.43885,-1.1426,-1.7139,-1.604,-0.30789,0.02192979,-0.285855,-2.76845,-3.0322,-4.50445,-3.22965,-3.0322,-4.7461,-3.4281,-0.461425,-5.6689,-1.9779,-3.27375,-3.8893,-3.6914,-2.6806,-2.2191,-2.39455,-4.94375,-2.6806,-4.131,-1.604,-4.3074,-2.48285,-2.2412
"4875",25,"A_M1055OM04_3S3RNA",FALSE,304,-2.2412,-4.3066,-2.6367,-1.38435,-2.8346,-9.3381,-3.0323,0.87901,-4.2626,-3.86705,-6.2403,-2.3075,-3.5813,-1.71355,-3.27395,-3.58135,-5.4709,-5.36155,-1.01075,-4.54845,-3.51545,-4.68065,-6.59165,-2.54935,-2.63645,-3.80135,-4.72415,-5.09765,-3.22985,-3.16415,-3.4499,-8.9208,-3.1202,-1.0547,-4.1308,-3.84515,-2.50485,-6.4599,-3.9108,-1.69205,-1.3624,-4.4165,-3.6474,-3.40575,-3.208,-4.48245,-3.6474,-3.6253,-1.8457,-4.46045,-4.2627,-3.05425,-5.5811,-3.33965,2.46075,0.263755,-4.0211,-1.4941,-1.2305,-1.626,-3.4496
"4876",26,"A_M1055OM04_3S3RNA",FALSE,304,0.37302,1.648,4.35085,-4.32875,1.4722,-1.8234,-8.43735,-10.217,-13.557,-13.0515,-12.656,-13.4255,-11.733,-4.7462,-3.03245,0.35158,2.8564,-0.39555,-8.56915,1.56005,-1.58195,-1.2084,-8.21785,-6.0865,-6.196,-8.5253,-9.49235,-5.361,-8.2616,-7.5146,-9.9755,-9.03085,-2.13165,0.43945,-2.9219,2.39515,6.8554,5.7349,26.1685,25.356,14.3255,17.446,14.8975,13.8865,22.0385,15.907,24.7415,16.6995,6.4824,-1.31845,5.66905,0.263625,-3.7353,0.61538,-4.65805,-2.63655,-2.8564,-7.33885,-3.6914,-4.6577,-4.1086
"4877",27,"A_M1055OM04_3S3RNA",FALSE,305,-4.6581,-4.3945,-7.3388,-4.2632,-6.6795,-3.23,-4.63625,-5.66865,-3.82335,-2.87855,-5.1416,-5.6689,-5.71275,-3.3618,-3.27365,-7.49265,-5.9766,-1.23045,-1.64805,-2.50485,-0.044159635,-0.241915,-1.2744,-0.65917,0.834745,3.977,3.38375,0.46243,-1.29645,6.15225,2.02165,0.878985,-0.043945,-0.505365,-0.637225,-0.35156,-3.14205,-2.13135,0.79101,-0.021758,1.3403,-1.010815,-2.37285,-1.2084,-0.197815,-1.0548,-2.85625,-0.63746,-0.24155,-0.1317065,-0.988745,-2.0874,-2.21925,0.28579,-0.944625,0.48348,1.62595,-0.747085,-0.46172,-0.878855,0.6151
"4878",28,"A_M1055OM04_3S3RNA",FALSE,306,0.79101,-0.65917,-0.48339,-1.1425,-1.4941,-1.56,-0.17578,2.0654,-0.285385,1.9337,3.62575,0.41743,2.0437,-0.549415,0.98878,1.0986,1.25235,1.1426,-0.725305,1.42825,2.0215,1.14265,-0.04433,1.60395,-0.52751,-1.97755,1.0547,1.1208,-1.77975,-0.74719,0.35156,-0.483265,-1.758,-3.55965,-1.56135,2.3947,-0.0437735,-1.34035,-1.2965,-2.5267,-2.5706,-1.0767,3.164,-0.92284,-1.0106,-2.2412,-1.09865,-0.68119,-3.2738,-1.4503,1.42835,-3.91105,0.06566,-0.22069,-3.5377,-0.19702,4.52625,-0.065939,3.6907,1.7139,1.4062
"4879",29,"A_M1055OM04_3S3RNA",FALSE,306,1.8896,2.4826,1.7578,2.83445,0,3.4277,1.6699,3.2301,1.47205,2.37305,3.47155,2.10925,2.0656,4.63615,-0.373425,4.2404,1.16435,6.3281,2.17545,-1.07655,4.72435,4.50425,1.56005,3.6035,2.1531,3.7133,6.13025,3.955,1.66985,1.2303,4.13155,3.91165,1.3186,5.581,1.14255,6.21805,0.32965,1.0983,2.54885,4.3724,1.56005,3.9553,3.00995,6.2841,2.1974,1.4716,5.1416,5.16365,2.17525,2.4385,3.2519,4.41645,3.64775,1.31845,4.087,3.62535,4.2846,3.384,4.87785,5.22925,4.8124
"4880",30,"A_M1055OM04_3S3RNA",FALSE,306,4.3062,2.39455,4.8339,2.30725,6.13025,0.6154,2.28515,5.33945,4.6143,1.86785,4.109,-0.988745,-2.46065,-1.1644,-0.747195,-1.582,-2.39505,-1.5161,-0.83495,-0.74706,-1.4281,-0.92284,0.19775,-1.8019,-3.53755,-2.3072,-0.48314,0.70312,-1.2305,-0.83495,-1.82385,-1.3403,-1.36245,1.45045,-0.70312,-2.6586,-0.197795,-1.77975,-1.38425,-11.5345,-7.20675,-138.69,-282.9,-377.99,-479.46,-468.565,-235.905,-10.9865,286.165,477.505,433.655,138.6,85.7595,25.664,-1.84515,-12.8315,-10.525,-12.8975,-11.688,-12.8765,-15.008
"4881",31,"A_M1055OM04_3S3RNA",FALSE,307,-13.667,-22.5665,-11.382,-22.3675,-21.027,-37.814,-26.83,-21.269,-20.7635,-20.368,-23.818,-20.764,-20.1925,-26.367,-12.678,-30.52,-22.434,-10.0405,-25.291,-22.8725,-19.336,-18.1285,-10.327,-25.972,-28.498,-23.9725,-20.478,-23.686,-20.83,-22.6105,-26.345,-27.509,-25.62,-19.006,-17.007,-10.8985,0.658835,-1.0985,-3.73635,3.4062,1.12055,4.48245,4.6581,3.2519,7.69055,2.7027,4.04275,3.33975,2.0654,2.8126,4.06495,6.72355,3.164,3.4496,5.4717,3.05415,4.2407,6.5478,3.64745,2.8123,4.065
"4882",32,"A_M1055OM04_3S3RNA",FALSE,311,5.55895,5.691,3.6257,3.4277,7.05315,2.2412,1.9338,0.37379,-4.37265,-0.417865,1.75795,-2.0215,-1.27465,-2.32915,-0.74706,0.373425,-0.79086,-1.29665,-0.24176,-0.52734,1.6921,-0.61523,0.79088,-1.49365,-0.219745,-0.52734,-0.35156,-0.90087,-0.812875,0.30755,-0.241565,-1.0107,-0.26367,-0.48339,-0.48339,0.08774,-0.76893,-1.53805,-1.6919,-0.76908,3.054,-0.131618,-1.7136,0.395565,-0.922735,-1.2305,-0.61523,-1.3182,-0.61523,0.57128,0.21985,-1.66995,-1.4282,-1.1426,-0.35156,-0.043945,-0.61523,-0.131618,0.50526,-1.23065,-0.922995
"4883",33,"A_M1055OM04_3S3RNA",FALSE,311,-0.57128,-1.0107,-0.83495,-0.72518,-0.83495,-0.70312,-0.57128,-1.12065,-1.0547,-0.65917,-0.5933,-0.92284,-0.8789,-1.2305,-1.2085,-0.922735,-0.8789,-0.92284,-0.8789,-0.8789,-0.8789,-0.63716,-0.52734,-0.79101,-0.065958745,-0.70312,-1.2305,-0.76893,-1.4062,-0.48339,-2.1094,-1.7139,-0.52734,-0.48339,0.153805,-0.35156,-0.505345,-1.2963,1.56,-0.30761,-0.74706,-0.30761,-0.26367,-0.79101,-0.74706,-0.57128,-0.57128,-0.90083,-0.96678,0,-0.46155,-0.92284,-0.373615,-0.48339,-1.4062,-0.65917,-0.439365,-0.08789,-0.08789,-0.8789,-0.61523
"4884",34,"A_M1055OM04_3S3RNA",FALSE,311,-0.61534,0.19784,-0.08789,-1.3623,-1.3623,-0.90096,-0.83495,0.3077,-0.17578,-0.21972,-0.48344,-0.96679,0.43945,-1.1427,-0.79101,-1.38425,-0.30761,-0.24172,-0.17578,-0.769035,-0.043945,-0.17578,-1.1426,-0.21972,-0.96679,-1.38425,-1.8457,-1.0328,2.439,-1.4062,-1.3623,-0.593255,-0.74706,-0.571435,-1.1426,-1.1426,0.41737,-0.85684,-0.373555,-0.35156,-0.79101,-0.83495,-1.1426,-0.593385,-0.26367,-0.26367,-1.3183,-0.79086,-1.14255,-0.13183,-0.08789,-0.96679,-0.8789,-0.15389,0.83504,-0.96679,-0.48339,-1.2086,0.043945,0.043945,0
"4885",35,"A_M1055OM04_3S3RNA",FALSE,311,-0.153805,-1.3183,-1.3183,-1.0107,-0.32954,-0.043945,-0.24161,0.30761,-1.0107,-0.17548,-0.834525,-0.96679,0.17578,-0.08789,-0.83491,-0.13183,-1.0547,-1.3623,-0.43945,-0.3955,0,-0.61523,-0.65917,-0.90057,-0.83495,-0.37362,-0.8789,-0.13183,0.26337,-0.35156,-1.0107,-0.26367,-0.30761,-0.329285,-0.37366,0.0659175,-0.63707,-1.1865,-1.1426,-1.2305,-1.604,-1.2744,-1.3623,-1.4502,-0.3955,-0.0659175,-1.42795,-1.73555,-1.6922,-0.30761,-1.3841,-1.64825,-0.48339,-0.681145,-1.6699,-1.9336,-0.81328,-0.79101,-2.0215,-0.52764,0.21972
"4886",36,"A_M1055OM04_3S3RNA",FALSE,311,-0.21972,-1.1865,-0.92284,-1.7578,-3.1421,-2.24075,-2.24165,-1.8457,-1.4286,-2.373,-1.9119,-0.81268,-1.9775,-1.73585,-0.8789,-1.7578,-2.5702,-1.3188,-1.2082,-2.5488,-1.4062,-1.1206,-1.29635,-1.8017,-1.7578,-1.8896,-1.3183,-1.3183,-1.2744,-0.022272905,1.6699,0.769595,0.17578,-1.4941,-1.4939,-0.48339,0.83495,0.593255,-0.922415,-2.83475,-0.21972,-0.50567,-0.46142,0.21972,-0.87903,-0.54948,0.30761,-0.70312,-1.9775,-0.6372,0.3955,-0.15411,-0.966775,-0.813195,-2.5048,-1.0986,-0.30761,-0.35156,-1.16485,-1.2305,-2.1097
"4887",37,"A_M1055OM04_3S3RNA",FALSE,311,-1.582,-0.79101,-0.57128,-1.2305,-0.35156,-0.8789,-0.74706,-1.40655,-0.48339,-0.65917,-1.8017,-1.60375,-0.57128,-1.1861,-2.2851,-2.1094,-0.835385,0.21972,-0.461765,-0.35126,-1.0986,-0.241695,-0.79071,-1.0107,-0.74706,-1.2305,-0.46142,-0.812985,0.35156,-0.72509,-0.63737,-1.53805,-0.65917,-1.2744,-0.43945,-0.96679,-0.351385,-0.8789,-0.593255,-0.92284,-1.4062,-0.43945,-0.3955,-1.0547,0.0659175,0,-0.659045,-1.4282,1.53665,0.87907,-1.2744,-0.527425,-0.92284,0.52691,0.241695,0.13183,-1.0762,-0.1546635,-0.8789,-0.79101,-0.83495
"4888",38,"A_M1055OM04_3S3RNA",FALSE,311,0.26367,0.21972,0.08789,-1.0544,0.08789,-0.219465,-0.153505,-1.0991,-1.0547,-1.6699,-4.087,-1.58205,-1.2085,-1.4941,-1.8019,-0.527255,-1.86775,-1.0324,-1.1866,-2.0654,-2.15375,-0.74706,-0.70312,-2.1531,-1.95625,-1.2744,-1.99865,-1.77945,-1.4282,-1.582,-0.70325,-1.3183,-1.4282,-0.35156,-0.76908,-1.1206,0.109605,-1.4502,-0.8571,-2.2412,-1.6264,-1.7578,0.19775,0.70312,0.5058,-0.83495,-1.20835,-1.6921,-5.1855,1.8018,0.812725,-0.768905,-1.1426,-1.7793,-1.0546,-0.37353,0.17578,-0.8789,-0.835125,-1.582,-1.3183
"4889",39,"A_M1055OM04_3S3RNA",FALSE,311,-0.70312,-1.16455,-0.70312,-0.439445,-1.2744,-0.65917,-1.33965,-0.52734,-0.241695,-0.57128,-1.20845,-0.96679,-1.3623,-0.48339,-1.1865,-1.3838,-0.989195,-0.3955,-0.61497,-0.61523,-0.48339,-0.96649,-0.52734,-0.52734,-0.65917,-1.5161,-1.07665,-0.94512,-0.35156,-0.57128,-1.0327,-0.30761,-0.94473,-0.90087,-0.48339,-2.2412,-0.96692,-0.37353,-1.07635,-1.29635,-0.74706,0.13183,-0.878685,0.219765,-0.79075,-0.83495,-0.922845,-0.30761,-1.36215,-0.570855,-0.659175,-0.593255,1.2083,-0.1529475,-0.593255,-0.48339,-0.30761,0.70269,-1.1641,-1.0548,-1.1865
