"","RunName","win60s","Event_ID","drowsy","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"1","A_M1001YM01_1S1RNA",1,102,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70312,-2.19725,-1.032705,-1.5381,-1.8017,-1.64795,-1.2744,-1.8896,-1.80175,-1.07665,0.659175,-1.6699,-2.1533,-0.68115,1.8457,-0.13184,0.90087,1.8017
"2","A_M1001YM01_1S1RNA",2,102,FALSE,0.043945,0.373535,-0.90087,-1.626,0.0878955,0.74706,1.8677,2.17525,2.6147,1.9116,8.19575,10.898,8.8769,6.8115,3.82325,6.0205,5.625,6.85545,7.207,5.1196,3.95505,5.0537,5.9326,7.2949,8.1738,8.2177,8.1298,5.22945,3.6474,3.71335,4.0649,5.7568,6.0205,6.13035,5.6689,5.9765,6.0205,8.30555,6.54785,5.581,5.05365,4.89985,6.0644,6.52585,6.9433,8.6132,6.4819,2.1753,1.8237,8.74505,9.68985,9.58,5.73485,5.86665,5.64695,5.5371,4.5703,4.3066,7.3828,9.1186,9.624
"3","A_M1001YM01_1S1RNA",3,103,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08735,-1.8896,-1.626,-0.351535,-0.59327,-0.043945,-0.83495,-1.0107,-0.59324,-0.527315,0.021962,-1.03275,-1.4062,-1.4062,-0.285645,-1.0547,-0.61523,-1.1426,-1.0547,-0.26367,-0.615235,-1.25245,-1.1206,-0.505365,-0.54931,-0.48339,-0.769025,-1.4722,-1.9336
"4","A_M1001YM01_1S1RNA",4,103,FALSE,-2.0654,-0.52734,-1.6699,-1.0766,-0.74706,-1.0986,-2.2412,-1.5161,-1.03265,-1.1865,-0.48339,-0.395505,-1.40625,-2.0215,-1.95555,-2.2412,-0.8789,0.153829,-0.0219725,0.83495,-0.52734,-0.373555,-1.01074,-0.79103,-1.582,-0.834955,-0.72511,-0.83496,-0.615215,-1.69185,-1.7139,-1.2305,-0.769045,-1.0547,-0.373515,-0.81299,-0.856925,-1.3623,-1.3183,-1.4062,-1.1865,-0.8789,-1.9776,-1.4062,-0.90087,-0.70312,-0.747055,-1.51615,-1.1645,-0.57128,-1.0107,-1.31835,-1.1865,-0.94483,-0.153805,0.856905,-0.79102,-2.04345,-1.9775,-1.9775,-1.1426
"5","A_M1001YM01_1S1RNA",5,104,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.4278,-0.175835,1.8896,-2.1972,1.16455,0.70312,0.13183,0.087933,-1.8017,-2.5269,-1.582,-4.2627,-5.0317,-4.63625,-3.8672,-0.83495,-2.8125,-2.50485,-5.86665,-3.6914,-3.5595,-3.5156,-3.4717,-3.4277,-3.4277,-3.6035,-3.6035,-3.6035,-3.4717,-3.164,-3.164,-3.164,-2.28515,1.0107
"6","A_M1001YM01_1S1RNA",6,104,FALSE,1.2305,4.46045,9.27235,5.82275,-2.76855,-5.4052,-1.84565,-0.87888,-2.43895,-1.23045,0.52734,0.351545,-0.08789,0.28567,-1.2744,1.77975,0.2198,-0.35158,-1.86765,-2.5268,-2.37305,-2.13135,-7.6904,-24.104,-21.291,-22.104,-21.05,-21.533,-23.049,-20.83,-18.149,-13.557,-3.64755,0.1317715,0.26367,0.0439394495,0.944815,0.70315,0.98878,0.900875,-0.461435,-3.55955,-2.94435,-1.42815,-2.4609,7.2729,8.4814,7.2949,4.5483,6.8334,5.8008,3.0322,2.7686,5.4931,7.33875,7.5585,5.7128,5.31725,3.4277,6.45985,4.3066
"7","A_M1001YM01_1S1RNA",7,105,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1972,-1.07665,-1.7139,-2.26315,-1.16455,-1.29635,-0.65914,-0.83497,-2.2192,-1.2305,-1.6699,-2.0654,-1.9995,-1.3403,-1.1426,-1.8237,-0.219715,0.1318,1.7798,2.6367,4.28465,4.0429,1.56,4.8999,-1.25245,-2.9883,-2.8564,-34.9145,-125.51
"8","A_M1001YM01_1S1RNA",8,106,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83495,-1.1426,0.109879,-1.49415,-1.8896,-13.5785,-14.326,-17.446,-23.291,-21.9065,-25.2465,-25.29,-24.521,-7.44885,-3.5376,-1.2085,-2.5928,-2.48285,-1.80175,-0.48342,-0.30763,-0.79101,0.043943,1.80175,1.9556,5.9765,8.5693,8.59125,3.33975,3.955,0.15382,4.3945,5.97645,5.7348,5.9765,6.6577,5.64695,6.1084,5.16355,5.3833,4.3066,3.60345,4.6362,4.17475,2.9223,3.7793,6.4819,8.8769
"9","A_M1001YM01_1S1RNA",9,106,FALSE,8.4814,5.6689,4.63615,3.05415,1.73575,-0.571305,-0.50539,-0.571295,-1.14255,-2.04345,-0.65917,1.2305,0.10985,-0.329585,-0.68119,-1.18655,-0.593255,-0.43945,-0.48339,-1.69195,0.54932,0.0440095505,-0.439395,0.35156,-0.175795,-2.0215,-0.96677,-0.65917,-0.65917,-0.61523,-1.2305,-0.61523,-0.65917,0.3955,1.2305,-2.6367,-3.4497,-0.52735,-0.022004875,-2.5708,-6.2402,-10.393,-8.9428,-5.36135,-7.2729,-7.05315,-8.76695,-10.04125,-9.4482,-8.5694,-7.53655,-7.4267,-9.7118,-9.8876,-9.79975,-8.61325,-8.83295,-9.09655,-9.0087,-7.976,-8.6572
"10","A_M1001YM01_1S1RNA",10,106,FALSE,-8.5693,-8.87685,-9.14055,-9.0966,-9.62375,-7.38275,-7.0532,-9.38225,-10.327,-10.063,-9.64595,-8.2617,-5.8886,-5.6689,-8.26165,-9.22845,-8.94275,-8.41555,-7.53655,-7.4706,-7.80015,-8.2177,-6.50395,-7.77825,-9.1406,-9.79975,-9.4262,-8.5693,-8.2177,-9.1845,-8.74505,-7.4267,-8.39345,-7.42655,-8.21775,-6.72355,-3.2519,-2.08735,-2.32915,-1.7578,-2.54885,-2.0654,-2.1094,-1.7798,-1.77965,-0.57135,-1.6919,-1.8457,-1.1205,-0.0879625,-0.72509,-1.6041,-2.52685,-3.0762,-1.626,-1.03269,-0.769035,-0.0657995,-0.131875,-0.65917,-0.52734
"11","A_M1001YM01_1S1RNA",11,202,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0547,-1.0547,-0.52734,-0.57128,-0.61523,-1.4062,-1.4062,-1.4502,-1.1426,-0.043891,-1.3623,-1.62605,0.96679,-0.8349,1.66985,2.19715,2.04345,6.06445,3.99895,6.8115,5.8447,6.87735,5.3173,5.2734,5.64695,6.13025,6.50385,6.9433,5.7787,4.5703,6.8994,7.6025,6.24025,6.65765,5.7128,6.4599,6.7675,6.2182,6.7236,8.1738,8.7011,4.9658,0.8789
"12","A_M1001YM01_1S1RNA",12,203,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2741,-0.92284,1.93355,0.747,-0.52734,-1.03275,-1.4502,-0.96679,-1.4282,-1.5821,-0.988745,-0.83488,-0.593255,-0.52734,-0.92284,-1.6699,1.47215,-4.8339,-3.8671,2.6807,1.4062,-0.15384,-2.3071,0.68115,0.94496,-0.26353,-1.626,-1.0107,0.72509,-0.527295,-0.505365,0.241695,-0.725135,-0.131854,-0.83495,-1.0107,0.878965,5.16355,1.9995,-3.66945,-3.9991,-2.26325,-1.582,0.0219190425,1.23045,1.4941
"13","A_M1001YM01_1S1RNA",13,203,FALSE,1.2747,-1.0767,-0.856925,-0.81298,-0.65917,0.43942,-1.07665,-1.14255,-1.27445,-1.626,-1.45025,-1.7578,-1.9775,-1.626,-1.67,-1.8896,-1.8457,-1.40615,-1.7139,-1.64795,-1.6699,-1.7139,-1.9336,-1.7578,-2.17525,-2.0215,-1.604,-1.45015,-1.4941,-0.90088,-1.7139,-1.6699,-1.0547,-1.0547,-1.0547,-3.164,-2.37295,-2.5488,0.834985,0.61523,-0.90087,-0.30761,-1.34045,-1.1206,-1.47215,-1.0107,-1.4502,-0.83495,-1.0107,-1.38425,-1.3183,-1.12055,-0.593245,-1.1426,-1.2744,-0.3955,2.0215,0.19775,-0.26367,-0.72509,-4.2187
"14","A_M1001YM01_1S1RNA",14,203,FALSE,-3.4277,-1.0986,-0.8789,-1.0107,-0.395505,-0.57128,-1.3183,-0.48339,-0.043945,0.087898,-0.3955,-0.43945,-0.92284,-1.1426,-0.35156,0.35156,-0.3955,-0.26367,-0.373545,-1.4062,-1.9336,0.263655,-0.878945,-0.043955729,-0.263615,-1.7139,-1.7139,-1.2085,-0.83495,-0.022026145,-1.53815,-0.70312,-0.52734,-1.1865,-0.922745,-1.0547,0.08789,-0.681085,-0.63717,-0.17578,-0.659235,-0.96679,-0.96679,-1.01075,-0.79102,-1.0328,-0.94482,-1.4722,-1.4941,-0.81298,-0.70312,-1.1426,-1.18655,-1.4941,-1.2305,-1.1426,-1.4941,-1.16455,-1.2744,-0.681145,-0.83495
"15","A_M1001YM01_1S1RNA",15,203,FALSE,-0.74706,-1.4502,-1.0986,-0.70312,-1.1865,-1.1865,-1.2305,-1.1426,-1.626,-1.626,-1.2744,-1.2744,-0.65917,-0.131855,-0.043945,-0.6372,-1.1865,0.109863,-1.16455,-1.05475,-0.878885,-0.3955,-0.70312,-1.0547,-0.57128,-0.52734,-0.76904,-1.0986,-0.74706,-1.4062,-1.56005,0.593265,-0.043945,-0.48339,-0.52734,-0.61523,-1.1426,-0.8789,-1.0547,-0.35154,1.07665,-0.043945,-1.4062,-1.4941,-0.70312,-0.8789,-0.593255,-0.26367,-0.17578,-0.24164,-0.52734,-0.043945,-0.21972,-0.74706,0.856875,-0.79101,-0.96679,-1.1206,-0.219715,-0.28565,-0.8789
"16","A_M1001YM01_1S1RNA",16,205,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9775,-2.1753,-2.8344,-1.0547,-0.988755,-1.0107
"17","A_M1001YM01_1S1RNA",17,205,FALSE,-1.2305,-1.604,-4.3066,-3.55955,-3.64745,-3.49365,-3.07625,-2.94435,-3.53755,-3.4277,-3.62545,-4.28465,-3.4496,-2.85645,-4.26265,-3.6914,-3.6036,-3.2519,-4.0429,-4.52635,-4.96575,-1.91165,-4.0649,-4.06505,-3.58155,-4.6142,-3.6914,-3.47165,-4.04285,-4.4604,-3.53755,-2.5928,-3.0761,-4.6582,-4.4824,-4.50435,-3.164,-3.49365,-4.68015,-3.80125,-3.3838,-3.3398,-3.93305,-3.4717,-2.9883,-2.0654,-2.94435,-6.48185,-3.73525,-1.69185,-3.99895,-2.7685,-2.5928,-4.94375,-3.208,-2.96635,-2.61475,-3.7794,-3.3618,-3.49365,-4.1748
"18","A_M1001YM01_1S1RNA",18,205,FALSE,-3.6474,-3.3618,-3.164,-2.4609,-3.73515,-5.33915,-3.25185,-3.4936,-2.10935,-2.2633,-3.25185,-2.373,-1.2524,-1.4282,-1.18645,-1.1426,-1.58195,0.175955,-0.856925,0.68132,-0.966965,-2.1972,-3.75735,-1.4942,-2.2851,-4.0869,-6.0644,-4.7021,-5.8887,-5.1855,-4.6142,-4.6802,-4.3506,-4.3066,-5.18545,-3.07615,-4.06495,-4.24065,-4.2187,-4.3506,-4.8779,-4.5703,-4.4165,-4.2627,-4.4384,-5.0097,-4.3945,-4.7021,-4.2187,-3.889,-4.5264,-5.05385,-4.5701,-4.7241,-4.2627,-3.4717,-2.3951,-1.86775,-1.4941,-0.37353,0.3955
"19","A_M1001YM01_1S1RNA",19,206,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53805,1.07675
"20","A_M1001YM01_1S1RNA",20,206,FALSE,0.790905,0.044052,-1.1646,2.6368,2.35115,0.8789,1.582,-0.373425,0,0.79101,1.4722,1.0548,2.1094,1.9775,2.2412,0.70312,0.549315,-0.21972,0.21972,0.21972,0.46142,0.219895,-1.0547,-1.5381,-1.9775,-2.307,-3.164,-2.9223,-2.9224,-4.3945,-5.1636,-5.91075,-4.065,-5.3173,-4.32865,-4.1748,-4.6142,-4.68005,-8.5691,-2.7906,-4.9658,-4.7021,-3.97695,-0.241865,1.1206,-0.900745,-2.7904,-2.81265,-1.1865,-0.61523,-0.637115,-0.24176,0.593255,0.8789,1.5381,1.7359,1.4502,1.2084,2.4606,1.3623,2.63645
"21","A_M1001YM01_1S1RNA",21,303,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5381,-1.582,-1.3623,-0.571195,-1.05465,-0.50539,-0.72509,-0.944815,-1.3623,-0.70312,-0.94473,-0.769035
"22","A_M1001YM01_1S1RNA",22,304,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.8875,-6.7675,-6.1302,-6.28395,-6.65765,-6.7455,-5.9105,-6.98725,-7.1849,-9.8437,-6.1523,-6.72345,-6.372,-6.50375,-6.2841,-6.2183,-9.2724,-7.185,-6.6357,-5.9326,-5.9326,-6.1962,-6.2402,-2.8565,-1.05455,-3.2959,2.4388,-2.3952,6.2838,21.072,28.257,27.488,21.006,20.347,21.885,24.5215,25.532,24.214,24.3235,23.818,23.5765,22.28,22.192,24.3455,22.632,22.544,5.88855,0.1099675,1.58195,-0.791115,-0.74706
"23","A_M1001YM01_1S1RNA",23,304,FALSE,0.548775,0.285705,-1.3183,-1.03315,-1.56005,-1.4941,-1.0544,-0.900895,1.38435,-0.35156,0.417475,-1.91155,-1.9775,-0.13183,0.878815,0.52734,-0.241695,-0.13183,0.461465,0.08789,-0.92284,0.65917,0.505345,-0.37349,-0.30761,0.17578,0.175865,-0.96679,0.39546,-2.1096,-6.2403,-8.76705,-11.909,-13.8425,-13.645,-13.887,-11.7115,-4.68035,-5.09755,-1.1864,-2.17555,-1.07665,0.08789,0.351665,-1.4721,-6.21845,-7.86595,-7.6905,-7.7123,-10.195,-8.83315,-8.12985,-7.3388,-8.89885,-7.471,-3.0322,-0.988825,0.74713,4.02085,6.10845,13.0735
"24","A_M1001YM01_1S1RNA",24,304,FALSE,17.0285,18.6985,15.732,16.853,18.7425,16.831,15.5785,8.3717,1.51615,-3.7792,0.857185,0.8348,-0.417475,-1.27455,-2.41725,-2.1533,-2.439,-3.2519,-3.2959,-3.53755,-5.1416,-4.7683,-4.15285,-3.4497,-3.55975,-3.3838,-3.6254,-3.955,-3.3398,-3.2519,-3.2518,-3.80115,-4.4824,-2.9664,-5.18555,-4.1308,-3.55955,-3.18585,-3.16415,-2.7685,-5.4051,-4.0429,-3.95475,-3.73535,-2.8125,-3.42765,-3.25185,-2.9443,-4.02095,-3.4058,-2.5489,-2.417,-3.8451,-3.07605,-3.6475,-3.999,-2.8565,-2.9004,-2.5928,-2.79035,-2.8564
"25","A_M1001YM01_1S1RNA",25,304,FALSE,-2.9004,-3.7353,-5.40515,-4.2408,-3.4497,-2.37295,-2.96645,-1.9775,-2.6805,-3.7353,-4.087,-3.5595,-3.5156,-3.71335,-3.77915,-3.6474,-4.79015,-4.92185,-2.6367,-3.80125,-4.17495,-4.3945,-3.53755,-3.4717,-3.66945,-3.60345,-5.0097,-5.5371,-2.6806,-2.7465,-4.1528,-3.6914,-4.1308,-4.68015,-3.5377,-1.7139,-2.19725,-1.2744,-1.0547,-2.373,0.37353,0.30761,-0.307635,-0.285515,-4.0429,-2.8785,-6.17425,-4.79,-4.3505,-4.1308,-4.08695,-4.37255,-4.3945,-5.0097,-4.32865,-4.02095,-4.2847,-4.63625,-4.81185,-5.00965,-4.81225
"26","A_M1001YM01_1S1RNA",26,306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26367,0.17578,0.043945,-0.19775,0.26367,0.8789,0.219875,-0.681145,-0.19775,0.153915,-0.417435,-0.06581,-1.0547,1.56005,0.52734,-0.26367,0.54929,-0.65917,-0.96698,-0.32963,-0.35156,-0.79101,-0.92284
"27","A_M1001YM01_1S1RNA",27,306,FALSE,-1.8896,-1.2524,-0.856845,-1.8457,-1.1206,-0.21972,-2.0215,-0.87903,-1.0546,-1.0986,-1.9995,-0.505365,-2.5928,-2.83445,-2.3946,-2.8125,-3.8672,-3.9989,-5.3613,-4.6142,-4.5703,-4.8339,-5.18545,-5.4487,-5.33915,-5.16375,-3.999,-3.889,-4.6142,-4.9658,-5.84455,-5.9106,-3.20815,-4.3507,-4.5703,-4.61425,-5.47125,-5.00965,-3.8013,-4.5703,-5.0097,-5.3173,-6.416,-7.163,-5.9326,-5.3173,-5.9327,-6.50385,-5.7568,-6.2841,-5.00985,-7.47075,-6.0205,-5.75695,-5.7128,-6.21825,-5.8447,-7.47075,-6.24005,-5.2734,-5.3831
"28","A_M1001YM01_1S1RNA",28,307,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.094,-24.4765,-27.3335,-22.763,-24.104,-24.082,-25.3125
"29","A_M1001YM01_1S1RNA",29,308,FALSE,NA,NA,NA,NA,NA,-20.984,-21.906,-24.7415,-25.1145,-22.676,-23.247,-24.082,-22.522,-12.546,-8.50365,-3.31805,-0.6372,-1.80145,2.52665,4.2847,5.9112,5.6689,4.0869,4.2408,4.8555,6.48185,4.4163,4.2187,4.35045,4.89985,3.6914,4.5043,5.2292,4.0429,5.0097,5.6688,3.999,5.0097,4.10885,4.1308,5.8227,5.1196,4.4824,2.5049,0.26384,-0.417475,0.85684,-1.5161,-0.54944,-0.83495,-0.72494,-0.043945,-0.21983,-0.329585,-0.76904,0.28577,-0.13183,0.96664,0.74706,3.5594,4.1748
"30","A_M1001YM01_1S1RNA",30,309,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1845,6.5917,5.9985,10.0855,8.26175,-3.999,0.15372,2.10925,2.06555,2.1974
"31","A_M1001YM01_1S1RNA",31,311,FALSE,NA,NA,-1.7579,-2.2412,-2.0655,-2.2192,-2.0435,-1.95555,-1.582,-2.2851,-1.86765,-2.2851,-1.7139,-1.8457,-2.5049,-1.4062,-1.8017,-2.1312,-2.2412,-2.1972,-2.373,-1.97765,-1.4941,-1.36225,-2.0654,-1.7358,-3.4277,-1.91155,-0.28575,-0.21972,-2.1533,-1.5601,-1.1865,-1.1426,-1.82385,-1.4941,-1.34025,-1.6699,-1.626,-1.8017,-1.9774,-1.31845,-1.648,-1.3844,-1.05465,-0.900915,-0.944815,-2.24105,-1.5381,-1.38425,-1.1426,-1.2744,-0.74706,-1.0766,-0.681145,-1.3623,-0.8789,-0.8789,-0.21972,-0.681145,-0.96679
"32","A_M1001YM01_1S1RNA",32,311,FALSE,-0.96679,-1.0986,-1.0107,-0.373615,-1.2305,-1.1865,-1.1865,-1.0547,-1.3183,-0.65917,-0.48339,-0.96679,-1.2305,-0.43945,-1.2305,-0.505495,-0.17578,-0.52734,-0.43945,-0.83495,-0.26367,-0.21972,0.35156,-0.52734,-0.57128,-0.65917,-0.30761,-0.96679,-0.3955,0.417475,-4.2915e-05,-0.57128,-0.61523,-0.65917,-0.79101,-0.3955,-0.13183,-0.30761,-0.61523,-0.769035,0.043945205,-0.21972,-0.30761,-1.1646,-2.0215,0.043945,-1.0986,-0.17578,-0.65917,-0.505365,-1.0986,-1.2305,-0.659195,-0.856905,-0.65917,-0.83495,-0.43945,-0.5933,-1.07665,-0.8789,-0.8789
"33","A_M1001YM01_1S1RNA",33,311,FALSE,-0.505325,-0.48339,-0.57128,-1.01065,-0.54944,-1.1426,-1.1426,-0.76906,-1.0986,-0.54912,-0.61523,-0.65917,-1.4502,-0.790965,-0.85699,-0.57128,-1.0547,-1.01065,-0.307915,0.08789,-1.2744,-1.0547,-1.0547,-1.0107,-0.92284,-0.8789,-1.2963,-1.2305,-0.61523,-0.35156,-0.92289,-1.4062,-0.74706,-0.65917,-0.74706,0.68117,-0.70312,-0.43945,-0.74706,-0.615125,-0.703205,-0.43945,0.26367,-0.944795,-1.0107,-1.1865,-1.1865,-0.76893,0.17565,0.57128,-0.28556,-1.1426,-0.70312,-0.65917,-0.52734,-0.52734,-0.3077,0.21972,0.46142,-1.47215,-1.0986
"34","A_M1001YM01_1S1RNA",34,311,FALSE,-1.0986,-0.593215,-0.37349,-0.26367,-0.24165,-0.74706,-0.70312,-0.659235,-0.61523,-0.61523,-0.57128,-0.197755,-0.52734,-0.61523,-0.61523,-0.52734,-0.26367,-0.17578,-0.92284,-0.834975,-0.26367,-0.61523,0.17578,-0.74706,-0.8789,-0.8789,-0.92284,-0.8789,-0.48339,-0.0219725,-0.109778,-1.0107,-1.0107,-0.96679,-0.74706,-0.74706,-0.70312,-0.65917,-0.65917,-0.48335,-0.35156,-1.0547,-1.1426,-0.35156,-0.70312,-0.54927,-1.2744,-1.0547,-1.3623,-1.8017,-1.53805,-1.4502,-1.1865,-1.2085,-1.3183,-1.1866,-1.5381,-1.4502,-1.4502,-1.20865,-1.3183
"35","A_M1001YM01_1S1RNA",35,311,FALSE,-1.3183,-1.3183,-1.3183,-1.3183,-1.3623,-1.2744,-1.1865,-1.4502,-1.2305,-1.7139,-1.4941,-1.29635,-0.70312,0.21972,0.10986,0.52734,0.988745,-1.8457,-1.626,-0.57128,-0.96679,-0.35156,-0.043945,-0.13183,-0.3955,-1.0986,-0.35199,-0.08789,-0.57128,-0.17578,-0.17578,-0.79101,-0.17578,-0.043945,0.000214575,-1.3182,-1.16455,-0.70312,-0.74706,-1.3623,-1.4503,-1.0548,-0.81298,-1.4279,-1.1426,-1.07665,-0.92284,-0.92284,-0.92284,-0.70312,-1.582,-1.6478,-1.18695,-1.1426,-1.1865,-0.74706,-0.96679,-1.0986,-1.2085,-0.83495,-0.79101
"36","A_M1001YM01_1S1RNA",36,311,FALSE,-1.0547,-1.8017,-2.2412,-1.89005,-0.615485,-0.83495,-1.582,-2.7685,-1.582,-1.1865,-1.2744,-1.9992,-2.527,-1.604,-0.81341,-1.6036,-1.6913,-1.9995,-1.2305,-1.7578,-1.7578,-1.73565,-2.1094,-1.7578,-1.7139,-1.4941,-0.8789,-0.878855,-1.80085,-0.791055,-0.43932,1.95555,-0.81358,-1.53785,-1.0107,-0.41778,0.593125,-0.681275,0,-0.79101,-0.21972,-0.26367,-0.70329,-0.8789,-0.08789,-0.65917,-1.4941,-0.57128,-0.0436445,-0.46168,-0.35156,-0.41739,-0.28551,-0.8789,-0.65917,-1.0547,-1.16455,-0.74706,-0.0659175,-0.021672,-0.08789
"37","A_M1001YM01_1S1RNA",37,311,FALSE,-0.83495,-0.83495,-0.35156,-0.768735,-1.0986,-1.3183,0.13209,-0.35156,-0.43945,-1.0547,-1.033,0,0,-1.0986,-1.4502,-0.37323,-0.81298,-0.43945,-0.43945,-0.52734,-0.57128,-0.92284,-0.8789,-1.0547,-1.0547,-0.8789,-0.83495,-0.57128,-1.0107,-0.92284,-0.8789,-0.944815,-1.0107,-0.43945,-0.35156,-0.74706,-0.74706,-0.70312,-0.8789,-0.8789,-0.8789,-0.81298,-1.05495,0.26337,0.153805,0,0.26367,0.26367,-1.75735,-0.70312,-0.96679,-0.48339,-0.21972,0.92284,-0.48339,-0.8789,-0.593255,-0.74706,-0.13183,-0.21972,0
"38","A_M1001YM01_1S1RNA",38,311,FALSE,0.35113,-1.010615,-0.241695,-0.1319635,0.74706,-0.70312,-0.769035,-0.6372,-1.7578,-1.3841,-2.1972,-1.3183,-1.2305,-2.0654,-2.1094,-1.9999,-2.17525,-1.9557,-0.17578,-1.2305,-1.47225,-1.626,-1.45035,-1.4502,-2.0215,-1.1865,-1.582,-1.9775,-1.38455,-1.1865,-1.64795,-1.7139,-0.83495,-0.08789,-0.48339,-1.2524,-0.769035,-1.12015,-0.70355,-0.52734,-0.35113,-1.6907,-1.626,-0.48339,-0.74706,-0.83495,-1.1864,-1.0107,-0.417475,-1.3623,-0.96679,-0.769035,-0.61523,-0.74706,-1.1426,-1.1865,-1.0107,-0.944815,-0.8789,-0.659605,-0.57128
"39","A_M1001YM01_1S1RNA",39,311,FALSE,-0.57128,-1.3183,-1.2305,-1.1426,-1.0107,-0.63733,0.2635,-0.417305,-1.0547,-1.5381,-0.90087,-0.74706,-0.96679,-0.96679,-0.96679,-0.96679,-0.54931,-0.74706,-0.74706,-1.582,-0.96679,-0.59369,-0.3731,-0.8789,-0.48322,-0.74706,-0.65917,-0.54901,-1.4062,-1.25245,-1.5602,-0.52734,0.46099,-0.26367,-0.8789,-0.92284,-0.83495,-0.83495,-1.4502,-0.57128,-0.46142,-0.96679,-0.96679,0.043945,-0.79101,-1.1206,-0.92284,-0.46142,-0.3955,0.13183,-0.79101,-0.83495,-0.83495,0.043945,0.30761,0.26367,-1.2305,-0.92284,-0.21972,-0.30761,-0.30761
