"","RunName","win60s","Event_ID","drowsy","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"845","A_M1008YM04_2S2RNA",13,203,FALSE,-1.1426,-0.153795,-1.2305,-0.307605,-0.08789,0.1098705,-0.57128,0.329575,-4.79,-1.736,-1.0547,-0.63719,-1.4941,-1.77975,-1.9775,-2.7905,-2.4609,-1.0107,-0.659205,-1.0986,-1.5381,-1.4502,-1.626,-1.8457,-1.4941,-1.582,-1.9336,-1.86765,-0.92284,-1.0107,-1.0107,-0.96679,-2.35105,-1.6699,-2.0654,-1.0107,3.03225,1.3403,0.043945,-6.6357,-3.09815,-1.14265,-0.8789,-0.43945,-1.0766,-1.8677,-1.6699,-1.2744,-0.57128,-0.52734,-0.83495,-1.49415,-2.3291,-0.83495,-0.79101,-0.79101,-1.05475,-1.9775,-0.74706,0.43945,0.92284
"846","A_M1008YM04_2S2RNA",14,203,FALSE,0.96679,-1.0547,-0.3955,-0.83495,-0.92284,-1.05465,-0.13183,0.5493,-0.505365,-3.33985,-1.2084,0.593255,-0.593255,-0.197755,-0.944905,-0.0879435,-1.0547,-0.92284,0.52734,-0.79101,0.5493,-1.4062,-1.1865,-0.263655,0.8789,-1.0547,-1.2305,-1.4721,-1.1865,-1.1865,0.70312,0.109873,-0.395515,-1.582,-1.2744,-1.2305,-1.2744,-0.92284,-1.1865,2.6586,-0.79101,-1.4941,-1.6699,-1.3183,-0.944815,-0.461435,-0.72509,0.19775,-1.1426,-2.4829,-1.3623,-0.791075,-0.703195,-1.1426,-1.0107,-1.4502,-1.4941,-1.0986,-1.0986,-1.0986,0.35156
"847","A_M1008YM04_2S2RNA",15,204,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57128,0.76909,-0.527275,-0.43945
"848","A_M1008YM04_2S2RNA",16,205,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.7793,-2.8344,-1.47215,-0.61523,-0.856925,-2.6367,-2.76855,-3.14205,-3.7133,-2.6587,-3.71335,-4.9658,-3.977,-3.7792,-2.9883,-3.6035,-5.16355,-2.90035,-2.4609,-3.7353,-3.9111,-3.44965,-3.25195,-3.4277,-3.9111,-5.2074,-2.373,-1.0986,-2.0215
"849","A_M1008YM04_2S2RNA",17,205,FALSE,-3.6474,-3.1201,-4.89985,-3.55955,-3.8232,-4.1967,-2.10935,-3.3399,-4.3945,-3.62545,-1.71385,-2.02155,-4.02095,-4.37255,-3.47165,-4.2187,-3.01025,-4.0649,-4.2187,-3.186,-3.1201,-3.84525,-5.4931,-3.82325,-2.6806,-2.9883,-3.164,-4.1308,-4.1308,-3.8232,-3.7353,-3.14205,-5.3613,-4.768,-4.79,-3.07615,-3.0322,-2.5049,-3.53755,-4.9438,-4.6582,-3.5595,-1.93355,-3.0762,-2.7026,-3.2519,-5.20745,-3.9111,-3.5595,-3.0981,-1.8017,-1.8017,-1.8676,-1.3183,-0.48339,-0.13183,-0.08789,-0.30769,-1.25245,-1.626,-1.25245
"850","A_M1008YM04_2S2RNA",18,205,FALSE,-0.8789,-0.83495,-0.83495,2.4609,1.9336,1.7578,2.9883,3.0761,3.2519,4.1748,3.7573,3.2519,3.0322,2.57075,1.6699,7.53665,3.71335,2.0654,2.1972,3.3837,2.6806,3.6475,2.65875,4.8999,2.5709,3.4717,3.86725,1.93345,4.35045,3.84535,2.6367,2.8125,3.4277,3.5156,1.4282,2.1094,-2.68065,-0.571325,0.175695,2.0654,-1.01055,-1.93365,-1.4283,0,0.351475,-1.73565,-3.93325,-3.4717,-2.9883,-1.01085,-3.0101,-3.6474,-3.7793,-4.5263,-2.5928,-2.5488,-2.5488,-2.5488,-3.9111,-4.2187,-2.483
"851","A_M1008YM04_2S2RNA",19,206,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35139,1.7578,0.834955,-0.439345,0.241675,3.03235,2.32905,0.922905,-0.79114,-0.83495,2.8566,1.27425,1.4941,1.5381,-0.30761,-0.26367,-0.35156,-0.9228,-0.52734,-3.4273,-2.81245,-5.77885,-4.6142,-4.2627
"852","A_M1008YM04_2S2RNA",20,302,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26367,-0.17578
"853","A_M1008YM04_2S2RNA",21,304,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55905,3.4277,5.1855,4.79,5.99855,6.0205,2.9004,2.8564,5.625,5.9765,5.03165,4.79,3.71335,3.955,4.63605,2.9662,5.6251,5.0537,3.4717,6.6357,3.58165,2.50505,-0.17578,0.08789,-0.768825,-1.6919,-8.1738,-19.929,-26.6525,-30.6955,-30.454,-23.533,-23.093
"854","A_M1008YM04_2S2RNA",22,304,FALSE,-22.39,-25.73,-26.279,-26.894,-26.894,-26.631,-26.059,-25.576,-21.687,-25.8395,-25.312,-12.151,-0.87904,-0.48337,-1.71335,-3.60335,-2.06555,-1.8017,-1.0107,-0.30761,-0.26367,-1.8897,-1.53815,-1.16455,-1.2305,-1.7139,-1.582,-1.34025,-1.538,-1.86765,-1.1865,-1.0547,-1.2744,-1.8017,-3.4278,-7.71235,-19.1815,-17.9295,-18.281,-19.5995,-21.401,-23.1155,-20.4785,-15.0295,-4.7021,-2.5269,-2.9225,-1.64795,5.6247,5.2075,5.0097,6.35005,6.30605,8.8769,6.9654,5.8668,5.9765,7.62455,5.0098,3.82335,2.83455
"855","A_M1008YM04_2S2RNA",23,304,FALSE,1.49435,-1.0107,-0.57128,-1.3183,-1.1206,0.81281,0.747215,11.5795,12.129,12.063,9.64585,8.789,8.8329,2.9883,-1.2085,2.98815,-3.16385,-1.05475,2.6146,-1.3183,-0.3955,-1.0987,1.4283,0.32963,2.3731,0.83495,2.9882,1.4062,3.6693,3.3837,2.83445,2.8564,2.9004,2.7906,1.5162,1.95555,2.9883,1.53805,3.0761,3.0761,1.27455,2.307,1.8896,1.8896,1.8457,2.8564,2.6148,1.4062,2.5708,1.2305,2.5928,2.9883,1.97755,0.57128,1.4502,1.582,1.6699,1.626,2.50485,1.38445,-0.043945
"856","A_M1008YM04_2S2RNA",24,304,FALSE,0.21972,0.549355,2.6145,1.2526,1.07675,1.69175,2.3291,1.05455,2.59275,0.153825,2.65865,1.3623,1.2744,1.3183,0.98875,1.0547,3.47165,1.0107,2.1533,0.92284,1.4941,1.4941,1.4941,2.9883,2.9883,2.9883,2.9663,1.99965,2.87825,1.07675,1.2744,3.0762,1.9117,1.7139,3.8232,1.9336,1.8457,2.0215,-0.0437735,-1.84575,2.4168,-1.27435,-0.24178,-2.4609,-1.0546,-1.1426,-2.50475,-5.3173,-3.14215,-4.5703,-3.7353,-3.6914,-4.1968,-4.3066,-4.6141,-5.4492,-5.625,-2.3072,-2.26315,-3.6255,-6.0205
"857","A_M1008YM04_2S2RNA",25,306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3623,1.2744,-0.26367,2.7244,1.0547,1.45025,0.65898,0.74706,2.61475,0.087976,1.4941,1.1427,0.74719,-0.043945,2.46085,2.39525,-0.21957,0.724965,-0.35156,-0.681145,-0.769035,-0.19754,-0.549205,-0.153805,1.0107
"858","A_M1008YM04_2S2RNA",26,306,FALSE,-0.1097315,-1.1426,0.087976,-0.48339,-0.681145,-0.35156,-0.43945,-0.48339,-0.307895,-0.10982,1.0107,-0.52734,1.09885,-0.48361,-0.08789,-1.7578,-2.17545,-3.88905,-2.0215,-5.0757,-3.0322,-3.66945,-3.164,-4.74605,-4.1308,-4.5922,-3.6035,-3.6914,-6.8554,-7.44875,-6.5478,-5.4931,-4.3065,-5.3613,-6.1523,-4.79,-6.372,-4.4166,-4.9218,-5.97645,-6.2402,-6.6578,-6.15235,-4.9439,-5.31735,-4.81215,-5.66865,-6.7017,-6.56995,-5.8007,-5.5371,-5.4931,-5.40505,-4.59225,-3.8892,-3.6915,-5.5809,-5.69085,-6.7236,-5.4277,-5.4272
"859","A_M1008YM04_2S2RNA",27,306,FALSE,-5.4492,-5.3833,-2.26305,-4.8339,-4.21875,-6.7675,-5.4272,-5.251,-3.6035,-5.4053,-5.4931,-5.49305,-6.0205,-2.6148,-5.8886,-5.11975,-5.97665,-4.8339,-5.2295,-4.6142,-3.7793,-4.1748,-4.5263,-4.4824,-4.1748,-4.2627,-4.2627,-4.15285,-4.3066,-4.1308,-4.1308,-3.999,-2.8125,-0.24178,-0.15396,-0.3955,-0.37353,-2.52675,-1.42825,-0.769035,0.37364,-1.0986,-1.8237,-1.9775,-2.2851,-2.1972,-2.26325,-2.8125,-2.9443,-2.0434,0.1099275,-1.3842,-2.08735,-2.19735,-2.5488,-2.6367,-2.395,-1.8897,-1.9777,-1.582,-1.6699
"860","A_M1008YM04_2S2RNA",28,308,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.765,-23.5325,-19.116,-22.544,-20.193,-27.0925,-26.609,-22.0825,-22.412,-22.258,-20.2805,-21.379,-10.3495,-2.04335,2.0655,3.0542,-0.681145,0.175695,5.2734,1.16455,4.0429,3.8672,3.889,3.6474,7.49275,4.39455,4.2187,3.7794,3.911,4.5263,4.3066,4.3945
"861","A_M1008YM04_2S2RNA",29,308,FALSE,4.39445,2.4389,6.3721,4.06485,4.724,3.42775,3.6474,4.1308,3.955,5.0537,3.6035,5.0097,4.1748,2.85635,3.5156,2.5049,-1.25255,0.549395,-1.97755,-1.5601,-1.09875,0.703185,-2.2631,-1.4942,-0.483565,-0.30766,-0.96679,0.48339,-1.60385,-2.0654,-1.4502,-0.54927,0.856925,4.87795,3.3398,3.0761,2.1533,3.6254,2.1533,3.8672,4.5703,1.8457,3.999,3.2959,3.91125,3.7133,3.3839,2.79055,4.54825,5.14165,3.36175,4.4824,4.4824,3.40575,3.7353,2.24135,3.164,5.5371,4.3726,3.9111,3.999
"862","A_M1008YM04_2S2RNA",30,311,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65917,-0.17578,-0.17578,-0.17578,-1.18675,0.1099485,-0.48339,-0.52734,-0.43945,-0.329585,0.85693,-1.0547,-0.21972,0.043945,0.043945
"863","A_M1008YM04_2S2RNA",31,311,FALSE,0.043945,0.043945,0,-4.52635,-3.076,-1.4722,-2.1314,-1.3183,-1.626,-1.6699,-1.6699,-2.8125,-2.0435,-1.538,-1.5381,-1.3623,-1.5818,-4.8559,-1.7799,-1.1426,-1.1426,-1.1426,-2.0215,-3.1421,-2.417,-2.2851,-2.2851,-2.2851,2.7245,-1.3403,-1.4941,-2.43885,-1.69185,-1.4062,-2.1533,-1.2964,-1.3183,-0.1097325,-2.6807,-0.835165,-0.659175,-1.9117,-1.582,-1.7578,-1.9775,-1.9775,0.85697,-1.714,-1.07665,-1.45025,-1.64795,-1.0547,-0.92284,-0.57128,-0.32954,-0.21972,-1.88955,-1.1865,-1.8457,-0.48339,-0.52734
"864","A_M1008YM04_2S2RNA",32,311,FALSE,-1.16455,0.70312,-0.30753,-1.3183,-0.92284,-4.0209,-1.2085,-0.57128,-0.24172,1.23055,0.21981,-3.7352,-1.62605,-1.03265,-0.48339,-0.35156,-0.26367,-0.43945,-0.3955,-0.79101,-0.74706,-0.70312,-0.70312,0.373575,1.0547,-1.0547,-0.48339,-0.241565,-1.5382,-0.26367,-0.52734,-0.48339,-0.43945,-0.43945,-0.3955,-0.3955,0.6372,-0.57128,0,-0.922715,-1.0547,-1.16455,-1.1865,-1.0107,-0.92284,-0.8789,-0.70312,-0.35169,0,0.61523,1.09865,1.4067,-3.42775,-1.77975,-0.043945,-0.593345,-0.417475,-0.659065,-1.0767,-0.13183,-0.746935
"865","A_M1008YM04_2S2RNA",33,311,FALSE,-1.3402,-0.52721,0.74706,-1.4502,-0.96679,-1.56,-0.48339,-0.131835,-0.57128,-0.43945,-1.29635,-0.70312,-0.83495,-0.79101,-0.79101,-0.79101,-0.52734,-0.70312,-0.90085,-0.79101,-1.40615,-0.72511,-1.2744,-1.0548,-0.50541,-1.0547,-0.3955,-1.4941,-0.61523,-0.900915,-1.3183,0.0659175,-0.8789,-0.83495,-0.43945,-0.10986,0.373705,-1.3183,-1.1865,-1.14255,-0.65917,-0.175865,1.1426,-0.285425,-0.96679,-0.98883,-1.4062,-1.3623,-1.3623,1.4941,-0.043987915,-0.57128,-0.57128,-0.52734,-0.52734,-0.483455,-0.48339,-0.48339,-0.3955,-0.790945,-0.74706
"866","A_M1008YM04_2S2RNA",34,311,FALSE,-0.61523,-0.83495,-0.52747,-0.21972,-0.17578,-0.79101,-0.74706,-0.74706,-0.79101,-0.74706,1.47215,-0.37353,-0.681145,-0.57128,-0.57128,-0.30761,-0.30761,-0.70312,-0.70312,-0.8789,-0.8789,-0.83495,-0.65917,-0.08789,-1.2305,-0.26367,-0.395375,-0.57128,-0.83495,0.043859415,-0.0436435,-1.2305,-0.83495,-0.70312,-1.2744,-1.0986,-0.61523,0.900915,0,-0.043945,-0.74706,-1.2305,-1.51595,-0.57128,-0.96679,-1.2744,-0.48339,-1.36235,-1.4502,-1.2744,-1.2744,-1.4062,-0.944925,-0.6372,-1.4062,-1.1426,-1.1426,-1.5381,-1.4502,-1.4062,-1.4062
"867","A_M1008YM04_2S2RNA",35,311,FALSE,-1.4062,-1.4062,-0.43945,-1.0547,-1.6699,-1.6699,-1.010825,-0.65909,-1.5381,-1.5381,-1.5381,-1.4062,-1.3623,-1.3623,-1.3623,-1.2744,4.0651,0.462155,-0.900315,-1.36235,-2.0874,-0.83495,-0.13183,0.131835,-0.835385,-0.505495,-0.43902,-1.0547,0.13153,-0.79101,-0.79101,-0.79101,-0.74706,-0.74706,0.10986,-0.63707,-1.0107,0.043945,-1.4502,-2.0215,-1.7139,-1.5381,-1.4941,-1.4941,-0.219555,-0.461425,-1.3623,-1.626,-1.9777,-1.7139,-0.35156,-0.26281,-2.7907,-1.5381,-1.5381,-1.5381,-1.0986,-1.0547,-1.0328,-0.8789,-0.96679
"868","A_M1008YM04_2S2RNA",36,311,FALSE,-1.0986,-0.79101,-1.2305,-2.13105,-2.1094,-1.64825,-1.5158,-1.8457,-1.8896,-2.1094,-1.8896,-1.0986,-1.0547,-2.2412,-1.3183,-1.4941,-2.1094,-2.2851,-2.1972,-1.8457,-0.61506,-1.0107,-2.6367,-2.5049,-1.8457,-1.4502,-1.582,-1.1426,-0.79101,0.92284,-0.61523,-0.48339,-0.615275,-0.30761,-0.41649,-1.2746,-1.3844,-0.41739,-0.92284,0.79101,0.43945,-0.79101,-0.90057,-0.26367,-1.1865,-0.21972,-0.61523,-0.52734,-0.043945,-0.10986,-1.0107,-0.79101,-0.79101,-0.79101,0.505365,-1.0986,-0.21972,-0.43945,-0.8789,-0.96679,-0.96679
"869","A_M1008YM04_2S2RNA",37,311,FALSE,-0.92284,-0.26367,-0.26367,-0.26367,-1.4502,-1.3623,-1.0768,0.19775,-0.96679,-0.747495,0.35156,-0.74706,-1.0547,-0.8789,-0.37336,-0.61566,-1.31845,-0.30761,-0.30761,-1.582,-1.4502,-1.4502,-0.79101,-0.79101,-0.79101,-0.79101,-0.79101,-0.461855,1.12145,-1.2305,-0.96709,-1.582,-1.8017,-0.85663,-0.3955,-0.351515,-1.2744,-0.3955,-1.582,-1.3403,-1.0107,-0.57128,0.83495,0.8789,0.83495,0.83495,0.8789,0.8789,0.96679,-9.5381,0.724535,5.3613,3.73615,0.02214416,-1.3843,-1.29635,-0.022272905,0.1763355,-0.21972,-0.74706,-0.8789
"870","A_M1008YM04_2S2RNA",38,311,FALSE,-0.65857,0.0659175,-0.90087,0.8789,-0.28564,-0.65917,-1.4941,-1.0547,-1.73585,-1.4502,-1.7578,-1.6264,-1.47235,-1.4941,-1.29635,-1.0107,-1.8457,-1.8457,-1.8017,-1.8017,-1.626,-1.0986,-0.901125,-1.4502,-1.6699,-1.3183,-1.3623,-2.417,-1.8457,-1.2305,-0.79101,-1.626,-1.4062,-0.63763,-0.61523,-0.83495,-0.812855,-1.055,-0.8789,-0.8789,-0.8789,-0.8789,-0.8789,-0.8789,-1.1426,-1.1426,-0.96679,-0.96679,-0.68119,-0.52734,-0.79101,-0.70312,-0.70312,-1.5381,-1.0986,-1.3183,0.26367,-1.2524,-0.48339,-1.3623,-1.4062
"871","A_M1008YM04_2S2RNA",39,311,FALSE,-0.65917,-0.65917,-0.70312,-0.83495,-0.8789,-1.3183,-0.83495,-0.52734,-0.57128,-0.83495,-0.79101,-1.4502,-1.4062,-1.4062,0,-0.19775,-0.79101,-0.79101,-0.79101,-0.79101,-0.79101,-1.1426,-0.83495,-1.1865,-1.1426,-0.83495,-0.83495,-0.79101,-0.70312,-0.65917,-0.61523,-0.61523,-0.52734,-0.57128,-0.52734,-1.3183,-1.0107,-0.96679,-0.3955,-0.52734,-0.65917,-1.16425,-0.79101,-1.2744,-1.0327,-0.043945,-0.6372,-0.79101,-0.79101,-0.79101,0.043945,0.043945,0.043945,-0.395075,-0.65917,-0.65917,-0.74706,-0.74706,-0.57128,-0.57128,-0.35122
"872","A_M1008YM04_2S2RNA",40,311,FALSE,0.26367,-0.43945,-0.30761,-0.46142,-0.74706,-0.505365,-0.35156,-0.3955,-0.3955,-0.30761,-0.505365,-0.70312,-0.70312,-0.70312,-0.70312,-0.70312,-0.65917,-1.77975,-1.2305,-0.74706,-1.0107,-1.0986,-0.72509,-0.35156,-0.30761,-0.21972,-0.21972,-1.3183,-1.29635,-1.4941,-1.1865,-1.1865,-0.81311,-0.61523,-0.13183,-0.13183,-1.23035,-1.64795,-1.4062,-1.8017,-1.2744,-1.67035,-0.8783,-1.47215,-2.04375,-1.0986,-1.582,-1.3623,-1.4062,-0.96662,-1.2744,-0.8789,-2.0215,-1.77975,-1.4941,-1.5161,-1.75825,-0.92284,-1.8451,-1.4502,-0.70278
"873","A_M1008YM04_3S3RNA",1,111,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6919,-1.71385,-1.604,-1.8896,0.878875,-3.20795,1.0327,-2.0654,-1.8896,-0.43945,-0.96677,-1.1426,-1.86765,0.043945,-2.21925,0.109855,-2.4609,-0.0659173178,-1.56005,-0.35156,-2.21925,-0.92284,1.14255,-1.4062,-1.95555,-1.8896,-2.35105,-3.49365,-1.5381,-1.23045,-1.8896,-2.0874,-1.9336
"874","A_M1008YM04_3S3RNA",2,111,FALSE,-2.7246,-2.6367,-1.2305,-1.64795,-1.6919,-2.3291,-0.747065,-1.6699,-1.77975,-2.1533,-3.5595,-2.6587,-2.0654,-2.1094,-0.834945,-2.417,-2.2412,-2.1972,-2.7685,-0.35156,-1.6699,-0.812965,-0.834955,-1.4941,-1.2744,-1.3183,-1.7139,-3.0981,-0.3955,1.1426,0.615235,-3.955,-12.261,-19.731,-25.1805,-21.797,-23.555,-25.268,-22.654,-16.897,-4.13085,-0.92284,-5.4931,-1.9995,-2.1094,-2.1094,2.7026,-1.69185,-0.878895,-0.966815,-0.13183,3.9111,3.4717,3.20795,5.97655,4.30665,2.52685,5.29535,4.68015,3.0761,3.6035
"875","A_M1008YM04_3S3RNA",3,105,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0327,-0.043945,-0.659185,0.35156,-1.0107,-0.43945,-0.3955,0.615235,-1.3403,-0.043955729,-1.5381,-1.2744,0.043945,0,4.4384,4.32855,0.81298,-0.74706,-1.4062,0.50538,0.52734,0.48339,0.48339,-2.17525,-235.565,-338.75,-359.775,-345.28
"876","A_M1008YM04_3S3RNA",4,102,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.582,0.439435,-3.186,-2.6367,-0.944835,1.2964,0.637215,2.74655,-1.5161,-2.1094,-1.3403,-2.373,0.483405,-1.1206,-1.7139,-1.29635,-1.1865,-0.0439345,0.24169,-0.3076,-1.25245,-1.7798,-2.83445,-6.2622,-8.26165,-9.40425,-9.53605,-6.5039,-6.6357,-8.4814,-8.1298,-7.31685,-9.3603,-8.8549,-8.4594,-8.3495,-8.3056,-8.9428,-8.3056,-7.3828,-8.19575,-6.7675,-9.1186,-10.437,-10.459,-7.53655,-9.84365,-8.1957,-8.767,-9.44815,-8.3056
"877","A_M1008YM04_3S3RNA",5,102,FALSE,-7.998,-7.7783,-7.207,-8.5693,-8.6132,-7.6904,-8.4374,-8.5693,-7.64645,-8.2617,-7.77825,-7.954,-9.7118,-8.4594,-9.1406,-8.8769,-7.7783,-8.9208,-8.0639,-8.3935,-9.44815,-9.1845,-9.11855,-7.207,-7.55855,-8.7011,-6.1962,-6.59175,-8.3056,-9.0527,-9.624,-10.063,-7.207,-7.64645,-7.5366,-8.26165,-8.7451,-4.59225,-4.3725,1.05000000000001e-05,-2.43895,-3.8232,-0.790995,0.527355,-0.43944,-1.3623,0.39547,0.21972,-0.153805,-0.681115,-2.0215,0.043918,-0.747055,-1.9995,-1.64795,-1.69185,1.42825,-1.27445,-0.83495,1.25245,-0.3955
"878","A_M1008YM04_3S3RNA",6,102,FALSE,-1.9775,-1.7578,0.08789,0,-5.0537,-17.1605,-23.62,-25.9495,-21.1815,-22.632,-23.203,-22.8295,-20.61,-3.7133,0.197685,-3.3838,-3.0322,-2.1094,-2.74655,-2.17525,-1.1426,-0.19775,-3.5596,2.24115,-1.93355,3.7793,7.73435,6.13035,5.29535,6.5478,1.4062,6.21825,8.50335,7.4267,7.0312,2.9883,6.3061,8.94285,2.92235,7.09705,2.7685,5.7568,5.7128,6.0205,6.43795,6.92135,5.7788,5.29535,5.88865,5.3613,5.3613,5.7568,5.40525,4.6142,0.944855,3.86715,3.66935,0.57128,-2.06545,-0.83495,-0.83495
"879","A_M1008YM04_3S3RNA",7,103,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,-0.43945,-0.48339,-0.43945,-0.48339,-0.571295,0.79101,0.08789,0.08789,-0.81298,-1.1865,-2.1972,-1.9995,-2.373,-1.9775,-2.0215,-1.582,-1.0327,-1.2305,-1.93355,-1.4941,-1.3623,-1.4502,-1.8017,-2.0215,-1.6919,-1.6699,-1.2744,-1.0986,-1.1865,-1.3623,-2.57085,-2.5049,-2.5049,-3.77925,-0.28563,1.4721,1.64795,0.769055,-1.4502,-0.527325,-1.16455,-0.26367,-0.72509,-0.83495,-0.35156,-0.527325,-0.944815,-0.417475,0.26367,-0.7251,-1.3183,-0.08789,-0.13183
"880","A_M1008YM04_3S3RNA",8,104,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26363,-0.83495,0.21972,-0.70312,1.0107
"881","A_M1008YM04_3S3RNA",9,106,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5928,1.5161,-0.61523,-8.1958,-14.634,-24.631,-29.0475,-29.2015,-22.17,-12.239,-4.6142,0.81279,-2.41695,-2.2851,-1.25245,-2.41695,-1.0986
"882","A_M1008YM04_3S3RNA",10,106,FALSE,0.79101,0.08789,2.65865,4.0209,6.4599,4.48235,3.6475,4.02095,4.50435,4.0429,5.71285,6.19625,4.3066,2.373,2.02145,4.2187,4.8559,3.5156,3.22985,5.5371,4.2627,2.63675,4.7021,4.3066,4.4384,3.6474,3.75725,-2.1533,2.43895,-0.43945,-1.582,-1.3623,-2.83445,-1.3183,-1.626,-0.6372,-1.45025,-2.0215,-1.7578,-2.70265,-1.1206,-0.26367,-1.9336,-0.52734,-0.52734,-2.4609,-1.12065,-1.4502,-1.5161,-1.6699,-0.681085,-1.16455,-1.0107,-2.6367,-2.6806,-0.87889,-2.02135,-2.24115,-2.0654,-1.604,-0.65917
"883","A_M1008YM04_3S3RNA",11,106,FALSE,0.79101,-0.46145,-3.88915,-3.3398,-6.3281,-6.3061,-7.4486,-8.9648,-9.5361,-10.107,-9.29435,-8.96475,-8.8769,-8.32765,-8.41545,-6.8115,-8.92075,-8.67915,-8.59125,-9.5361,-9.4921,-9.4482,-8.5473,-7.6904,-7.3388,-8.7451,-8.6572,-7.40475,-8.8549,-8.26165,-9.0087,-9.16255,-8.26175,-8.41545,-8.32755,-8.0419,-9.0527,-7.4267,-8.3495,-6.8994,-7.4706,-7.4267,-12.195,-10.613,-7.7783,-7.14105,-7.66835,-8.9648,-8.1738,-9.0966,-7.95405,-7.6904,-7.80025,-8.3715,-6.2402,-3.955,0.59329,-1.5381,-2.0874,-1.4282,-0.65917
"884","A_M1008YM04_3S3RNA",12,202,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9116,-1.4062,-0.70312,-1.07665,-1.05000000000001e-05,-0.35156,-0.26368,-0.79101,-1.2305,-1.1865,3.49365,1.5161,2.0215,5.2734,4.48255,8.1078,7.2949,6.5039,7.6684,9.0307,6.9873,6.78955,8.0639,7.0751,8.7011,9.4482,5.625,5.625,6.8115
