"","RunName","win60s","c"
"4032","A_M1045MF05_1S2RNA",48,311
"4033","A_M1045MF05_1S2RNA",49,311
"4034","A_M1045MF05_1S2RNA",50,311
"4035","A_M1045MF05_1S2RNA",51,311
"4036","A_M1045MF05_2S3RNA",1,111
"4037","A_M1045MF05_2S3RNA",2,111
"4038","A_M1045MF05_2S3RNA",3,111
"4039","A_M1045MF05_2S3RNA",4,105
"4040","A_M1045MF05_2S3RNA",5,102
"4041","A_M1045MF05_2S3RNA",6,102
"4042","A_M1045MF05_2S3RNA",7,102
"4043","A_M1045MF05_2S3RNA",8,102
"4044","A_M1045MF05_2S3RNA",9,103
"4045","A_M1045MF05_2S3RNA",10,103
"4046","A_M1045MF05_2S3RNA",11,103
"4047","A_M1045MF05_2S3RNA",12,104
"4048","A_M1045MF05_2S3RNA",13,106
"4049","A_M1045MF05_2S3RNA",14,106
"4050","A_M1045MF05_2S3RNA",15,201
"4051","A_M1045MF05_2S3RNA",16,202
"4052","A_M1045MF05_2S3RNA",17,203
"4053","A_M1045MF05_2S3RNA",18,203
"4054","A_M1045MF05_2S3RNA",19,203
"4055","A_M1045MF05_2S3RNA",20,203
"4056","A_M1045MF05_2S3RNA",21,203
"4057","A_M1045MF05_2S3RNA",22,204
"4058","A_M1045MF05_2S3RNA",23,205
"4059","A_M1045MF05_2S3RNA",24,205
"4060","A_M1045MF05_2S3RNA",25,205
"4061","A_M1045MF05_2S3RNA",26,205
"4062","A_M1045MF05_2S3RNA",27,206
"4063","A_M1045MF05_2S3RNA",28,301
"4064","A_M1045MF05_2S3RNA",29,303
"4065","A_M1045MF05_2S3RNA",30,304
"4066","A_M1045MF05_2S3RNA",31,304
"4067","A_M1045MF05_2S3RNA",32,304
"4068","A_M1045MF05_2S3RNA",33,304
"4069","A_M1045MF05_2S3RNA",34,305
"4070","A_M1045MF05_2S3RNA",35,306
"4071","A_M1045MF05_2S3RNA",36,306
"4072","A_M1045MF05_2S3RNA",37,306
"4073","A_M1045MF05_2S3RNA",38,307
"4074","A_M1045MF05_2S3RNA",39,311
"4075","A_M1045MF05_2S3RNA",40,311
"4076","A_M1045MF05_2S3RNA",41,311
"4077","A_M1045MF05_2S3RNA",42,311
"4078","A_M1045MF05_2S3RNA",43,311
"4079","A_M1045MF05_2S3RNA",44,311
"4080","A_M1045MF05_2S3RNA",45,311
"4081","A_M1045MF05_2S3RNA",46,311
"4082","A_M1045MF05_2S3RNA",47,311
"4083","A_M1045MF05_2S3RNA",48,311
"4084","A_M1045MF05_2S3RNA",49,311
"4085","A_M1045MF05_3S1RNA",1,102
"4086","A_M1045MF05_3S1RNA",2,102
"4087","A_M1045MF05_3S1RNA",3,103
"4088","A_M1045MF05_3S1RNA",4,103
"4089","A_M1045MF05_3S1RNA",5,103
"4090","A_M1045MF05_3S1RNA",6,104
"4091","A_M1045MF05_3S1RNA",7,104
"4092","A_M1045MF05_3S1RNA",8,105
"4093","A_M1045MF05_3S1RNA",9,106
"4094","A_M1045MF05_3S1RNA",10,106
"4095","A_M1045MF05_3S1RNA",11,106
"4096","A_M1045MF05_3S1RNA",12,202
"4097","A_M1045MF05_3S1RNA",13,203
"4098","A_M1045MF05_3S1RNA",14,203
"4099","A_M1045MF05_3S1RNA",15,203
"4100","A_M1045MF05_3S1RNA",16,203
"4101","A_M1045MF05_3S1RNA",17,203
"4102","A_M1045MF05_3S1RNA",18,204
"4103","A_M1045MF05_3S1RNA",19,205
"4104","A_M1045MF05_3S1RNA",20,205
"4105","A_M1045MF05_3S1RNA",21,205
"4106","A_M1045MF05_3S1RNA",22,205
"4107","A_M1045MF05_3S1RNA",23,206
"4108","A_M1045MF05_3S1RNA",24,303
"4109","A_M1045MF05_3S1RNA",25,304
"4110","A_M1045MF05_3S1RNA",26,304
"4111","A_M1045MF05_3S1RNA",27,304
"4112","A_M1045MF05_3S1RNA",28,304
"4113","A_M1045MF05_3S1RNA",29,305
"4114","A_M1045MF05_3S1RNA",30,306
"4115","A_M1045MF05_3S1RNA",31,306
"4116","A_M1045MF05_3S1RNA",32,308
"4117","A_M1045MF05_3S1RNA",33,308
"4118","A_M1045MF05_3S1RNA",34,309
"4119","A_M1045MF05_3S1RNA",35,311
"4120","A_M1045MF05_3S1RNA",36,311
"4121","A_M1045MF05_3S1RNA",37,311
"4122","A_M1045MF05_3S1RNA",38,311
"4123","A_M1045MF05_3S1RNA",39,311
"4124","A_M1045MF05_3S1RNA",40,311
"4125","A_M1045MF05_3S1RNA",41,311
"4126","A_M1045MF05_3S1RNA",42,311
"4127","A_M1045MF05_3S1RNA",43,311
"4128","A_M1045MF05_3S1RNA",44,311
"4129","A_M1045MF05_3S1RNA",45,311
"4130","A_M1046MF05_1S2RNA",1,101
"4131","A_M1046MF05_1S2RNA",2,111
"4132","A_M1046MF05_1S2RNA",3,111
"4133","A_M1046MF05_1S2RNA",4,102
"4134","A_M1046MF05_1S2RNA",5,105
"4135","A_M1046MF05_1S2RNA",6,105
"4136","A_M1046MF05_1S2RNA",7,106
"4137","A_M1046MF05_1S2RNA",8,106
"4138","A_M1046MF05_1S2RNA",9,106
"4139","A_M1046MF05_1S2RNA",10,202
"4140","A_M1046MF05_1S2RNA",11,203
"4141","A_M1046MF05_1S2RNA",12,203
"4142","A_M1046MF05_1S2RNA",13,203
"4143","A_M1046MF05_1S2RNA",14,203
"4144","A_M1046MF05_1S2RNA",15,205
"4145","A_M1046MF05_1S2RNA",16,205
"4146","A_M1046MF05_1S2RNA",17,205
"4147","A_M1046MF05_1S2RNA",18,205
"4148","A_M1046MF05_1S2RNA",19,206
"4149","A_M1046MF05_1S2RNA",20,303
"4150","A_M1046MF05_1S2RNA",21,304
"4151","A_M1046MF05_1S2RNA",22,304
"4152","A_M1046MF05_1S2RNA",23,304
"4153","A_M1046MF05_1S2RNA",24,304
"4154","A_M1046MF05_1S2RNA",25,305
"4155","A_M1046MF05_1S2RNA",26,306
"4156","A_M1046MF05_1S2RNA",27,306
"4157","A_M1046MF05_1S2RNA",28,306
"4158","A_M1046MF05_1S2RNA",29,308
"4159","A_M1046MF05_1S2RNA",30,308
"4160","A_M1046MF05_1S2RNA",31,308
"4161","A_M1046MF05_1S2RNA",32,309
"4162","A_M1046MF05_1S2RNA",33,311
"4163","A_M1046MF05_1S2RNA",34,311
"4164","A_M1046MF05_1S2RNA",35,311
"4165","A_M1046MF05_1S2RNA",36,311
"4166","A_M1046MF05_1S2RNA",37,311
"4167","A_M1046MF05_1S2RNA",38,311
"4168","A_M1046MF05_1S2RNA",39,311
"4169","A_M1046MF05_1S2RNA",40,311
"4170","A_M1046MF05_1S2RNA",41,311
"4171","A_M1046MF05_1S2RNA",42,311
"4172","A_M1046MF05_1S2RNA",43,311
"4173","A_M1046MF05_2S3RNA",1,111
"4174","A_M1046MF05_2S3RNA",2,111
"4175","A_M1046MF05_2S3RNA",3,105
"4176","A_M1046MF05_2S3RNA",4,102
"4177","A_M1046MF05_2S3RNA",5,102
"4178","A_M1046MF05_2S3RNA",6,103
"4179","A_M1046MF05_2S3RNA",7,103
"4180","A_M1046MF05_2S3RNA",8,106
"4181","A_M1046MF05_2S3RNA",9,106
"4182","A_M1046MF05_2S3RNA",10,201
"4183","A_M1046MF05_2S3RNA",11,202
"4184","A_M1046MF05_2S3RNA",12,203
"4185","A_M1046MF05_2S3RNA",13,203
"4186","A_M1046MF05_2S3RNA",14,203
"4187","A_M1046MF05_2S3RNA",15,203
"4188","A_M1046MF05_2S3RNA",16,205
"4189","A_M1046MF05_2S3RNA",17,205
"4190","A_M1046MF05_2S3RNA",18,205
"4191","A_M1046MF05_2S3RNA",19,205
"4192","A_M1046MF05_2S3RNA",20,206
"4193","A_M1046MF05_2S3RNA",21,302
"4194","A_M1046MF05_2S3RNA",22,304
"4195","A_M1046MF05_2S3RNA",23,304
"4196","A_M1046MF05_2S3RNA",24,304
"4197","A_M1046MF05_2S3RNA",25,304
"4198","A_M1046MF05_2S3RNA",26,305
"4199","A_M1046MF05_2S3RNA",27,306
"4200","A_M1046MF05_2S3RNA",28,306
"4201","A_M1046MF05_2S3RNA",29,306
"4202","A_M1046MF05_2S3RNA",30,307
"4203","A_M1046MF05_2S3RNA",31,307
"4204","A_M1046MF05_2S3RNA",32,311
"4205","A_M1046MF05_2S3RNA",33,311
"4206","A_M1046MF05_2S3RNA",34,311
"4207","A_M1046MF05_2S3RNA",35,311
"4208","A_M1046MF05_2S3RNA",36,311
"4209","A_M1046MF05_2S3RNA",37,311
"4210","A_M1046MF05_2S3RNA",38,311
"4211","A_M1046MF05_2S3RNA",39,311
"4212","A_M1046MF05_2S3RNA",40,311
"4213","A_M1046MF05_2S3RNA",41,311
"4214","A_M1046MF05_2S3RNA",42,311
"4215","A_M1046MF05_3S1RNA",1,102
"4216","A_M1046MF05_3S1RNA",2,102
"4217","A_M1046MF05_3S1RNA",3,103
"4218","A_M1046MF05_3S1RNA",4,104
"4219","A_M1046MF05_3S1RNA",5,104
"4220","A_M1046MF05_3S1RNA",6,106
"4221","A_M1046MF05_3S1RNA",7,106
"4222","A_M1046MF05_3S1RNA",8,202
"4223","A_M1046MF05_3S1RNA",9,203
"4224","A_M1046MF05_3S1RNA",10,203
"4225","A_M1046MF05_3S1RNA",11,203
"4226","A_M1046MF05_3S1RNA",12,203
"4227","A_M1046MF05_3S1RNA",13,204
"4228","A_M1046MF05_3S1RNA",14,205
"4229","A_M1046MF05_3S1RNA",15,205
"4230","A_M1046MF05_3S1RNA",16,205
"4231","A_M1046MF05_3S1RNA",17,206
"4232","A_M1046MF05_3S1RNA",18,302
"4233","A_M1046MF05_3S1RNA",19,304
"4234","A_M1046MF05_3S1RNA",20,304
"4235","A_M1046MF05_3S1RNA",21,304
"4236","A_M1046MF05_3S1RNA",22,304
"4237","A_M1046MF05_3S1RNA",23,306
"4238","A_M1046MF05_3S1RNA",24,306
"4239","A_M1046MF05_3S1RNA",25,306
"4240","A_M1046MF05_3S1RNA",26,306
"4241","A_M1046MF05_3S1RNA",27,308
"4242","A_M1046MF05_3S1RNA",28,308
"4243","A_M1046MF05_3S1RNA",29,308
"4244","A_M1046MF05_3S1RNA",30,311
"4245","A_M1046MF05_3S1RNA",31,311
"4246","A_M1046MF05_3S1RNA",32,311
"4247","A_M1046MF05_3S1RNA",33,311
"4248","A_M1046MF05_3S1RNA",34,311
"4249","A_M1046MF05_3S1RNA",35,311
"4250","A_M1046MF05_3S1RNA",36,311
"4251","A_M1046MF05_3S1RNA",37,311
"4252","A_M1046MF05_3S1RNA",38,311
"4253","A_M1046MF05_3S1RNA",39,311
"4254","A_M1046MF05_3S1RNA",40,311
"4255","A_M1047MF06_1S3RNA",1,111
"4256","A_M1047MF06_1S3RNA",2,111
"4257","A_M1047MF06_1S3RNA",3,111
"4258","A_M1047MF06_1S3RNA",4,105
"4259","A_M1047MF06_1S3RNA",5,102
"4260","A_M1047MF06_1S3RNA",6,102
"4261","A_M1047MF06_1S3RNA",7,102
"4262","A_M1047MF06_1S3RNA",8,103
"4263","A_M1047MF06_1S3RNA",9,104
"4264","A_M1047MF06_1S3RNA",10,106
"4265","A_M1047MF06_1S3RNA",11,106
"4266","A_M1047MF06_1S3RNA",12,106
"4267","A_M1047MF06_1S3RNA",13,202
"4268","A_M1047MF06_1S3RNA",14,203
"4269","A_M1047MF06_1S3RNA",15,203
"4270","A_M1047MF06_1S3RNA",16,203
"4271","A_M1047MF06_1S3RNA",17,203
"4272","A_M1047MF06_1S3RNA",18,204
"4273","A_M1047MF06_1S3RNA",19,205
"4274","A_M1047MF06_1S3RNA",20,205
"4275","A_M1047MF06_1S3RNA",21,205
"4276","A_M1047MF06_1S3RNA",22,206
"4277","A_M1047MF06_1S3RNA",23,301
"4278","A_M1047MF06_1S3RNA",24,303
"4279","A_M1047MF06_1S3RNA",25,304
"4280","A_M1047MF06_1S3RNA",26,304
"4281","A_M1047MF06_1S3RNA",27,304
"4282","A_M1047MF06_1S3RNA",28,304.5
"4283","A_M1047MF06_1S3RNA",29,306
"4284","A_M1047MF06_1S3RNA",30,306
"4285","A_M1047MF06_1S3RNA",31,306
"4286","A_M1047MF06_1S3RNA",32,307
"4287","A_M1047MF06_1S3RNA",33,307
"4288","A_M1047MF06_1S3RNA",34,311
"4289","A_M1047MF06_1S3RNA",35,311
"4290","A_M1047MF06_1S3RNA",36,311
"4291","A_M1047MF06_1S3RNA",37,311
"4292","A_M1047MF06_1S3RNA",38,311
"4293","A_M1047MF06_1S3RNA",39,311
"4294","A_M1047MF06_1S3RNA",40,311
"4295","A_M1047MF06_1S3RNA",41,311
"4296","A_M1047MF06_1S3RNA",42,311
"4297","A_M1047MF06_1S3RNA",43,311
"4298","A_M1047MF06_1S3RNA",44,311
"4299","A_M1047MF06_2S2RNA",1,111
"4300","A_M1047MF06_2S2RNA",2,111
"4301","A_M1047MF06_2S2RNA",3,111
"4302","A_M1047MF06_2S2RNA",4,103
"4303","A_M1047MF06_2S2RNA",5,102
"4304","A_M1047MF06_2S2RNA",6,105
"4305","A_M1047MF06_2S2RNA",7,105
"4306","A_M1047MF06_2S2RNA",8,104
"4307","A_M1047MF06_2S2RNA",9,106
"4308","A_M1047MF06_2S2RNA",10,106
"4309","A_M1047MF06_2S2RNA",11,106
"4310","A_M1047MF06_2S2RNA",12,202
"4311","A_M1047MF06_2S2RNA",13,203
"4312","A_M1047MF06_2S2RNA",14,203
"4313","A_M1047MF06_2S2RNA",15,203
"4314","A_M1047MF06_2S2RNA",16,203
"4315","A_M1047MF06_2S2RNA",17,205
"4316","A_M1047MF06_2S2RNA",18,205
"4317","A_M1047MF06_2S2RNA",19,205
"4318","A_M1047MF06_2S2RNA",20,205
"4319","A_M1047MF06_2S2RNA",21,206
"4320","A_M1047MF06_2S2RNA",22,302
"4321","A_M1047MF06_2S2RNA",23,304
"4322","A_M1047MF06_2S2RNA",24,304
"4323","A_M1047MF06_2S2RNA",25,304
"4324","A_M1047MF06_2S2RNA",26,304
"4325","A_M1047MF06_2S2RNA",27,305
"4326","A_M1047MF06_2S2RNA",28,306
"4327","A_M1047MF06_2S2RNA",29,306
"4328","A_M1047MF06_2S2RNA",30,306
"4329","A_M1047MF06_2S2RNA",31,308
"4330","A_M1047MF06_2S2RNA",32,308
"4331","A_M1047MF06_2S2RNA",33,308
"4332","A_M1047MF06_2S2RNA",34,311
"4333","A_M1047MF06_2S2RNA",35,311
"4334","A_M1047MF06_2S2RNA",36,311
"4335","A_M1047MF06_2S2RNA",37,311
"4336","A_M1047MF06_2S2RNA",38,311
"4337","A_M1047MF06_2S2RNA",39,311
"4338","A_M1047MF06_2S2RNA",40,311
"4339","A_M1047MF06_2S2RNA",41,311
"4340","A_M1047MF06_2S2RNA",42,311
"4341","A_M1047MF06_2S2RNA",43,311
"4342","A_M1047MF06_2S2RNA",44,311
"4343","A_M1047MF06_3S1RNA",1,102
"4344","A_M1047MF06_3S1RNA",2,102
"4345","A_M1047MF06_3S1RNA",3,103
"4346","A_M1047MF06_3S1RNA",4,103
"4347","A_M1047MF06_3S1RNA",5,104
"4348","A_M1047MF06_3S1RNA",6,104
"4349","A_M1047MF06_3S1RNA",7,106
"4350","A_M1047MF06_3S1RNA",8,106
"4351","A_M1047MF06_3S1RNA",9,106
"4352","A_M1047MF06_3S1RNA",10,202
"4353","A_M1047MF06_3S1RNA",11,203
"4354","A_M1047MF06_3S1RNA",12,203
"4355","A_M1047MF06_3S1RNA",13,203
"4356","A_M1047MF06_3S1RNA",14,203
"4357","A_M1047MF06_3S1RNA",15,205
"4358","A_M1047MF06_3S1RNA",16,205
"4359","A_M1047MF06_3S1RNA",17,205
"4360","A_M1047MF06_3S1RNA",18,206
"4361","A_M1047MF06_3S1RNA",19,301
"4362","A_M1047MF06_3S1RNA",20,304
"4363","A_M1047MF06_3S1RNA",21,304
"4364","A_M1047MF06_3S1RNA",22,304
"4365","A_M1047MF06_3S1RNA",23,304
"4366","A_M1047MF06_3S1RNA",24,306
"4367","A_M1047MF06_3S1RNA",25,306
"4368","A_M1047MF06_3S1RNA",26,306
"4369","A_M1047MF06_3S1RNA",27,308
"4370","A_M1047MF06_3S1RNA",28,308
"4371","A_M1047MF06_3S1RNA",29,311
"4372","A_M1047MF06_3S1RNA",30,311
"4373","A_M1047MF06_3S1RNA",31,311
"4374","A_M1047MF06_3S1RNA",32,311
"4375","A_M1047MF06_3S1RNA",33,311
"4376","A_M1047MF06_3S1RNA",34,311
"4377","A_M1047MF06_3S1RNA",35,311
"4378","A_M1047MF06_3S1RNA",36,311
"4379","A_M1047MF06_3S1RNA",37,311
"4380","A_M1047MF06_3S1RNA",38,311
"4381","A_M1047MF06_3S1RNA",39,311
"4382","A_M1049OM01_1S1RNA",1,102
"4383","A_M1049OM01_1S1RNA",2,102
"4384","A_M1049OM01_1S1RNA",3,103
"4385","A_M1049OM01_1S1RNA",4,103
"4386","A_M1049OM01_1S1RNA",5,104
"4387","A_M1049OM01_1S1RNA",6,105
"4388","A_M1049OM01_1S1RNA",7,106
"4389","A_M1049OM01_1S1RNA",8,106
"4390","A_M1049OM01_1S1RNA",9,201
"4391","A_M1049OM01_1S1RNA",10,202
"4392","A_M1049OM01_1S1RNA",11,203
"4393","A_M1049OM01_1S1RNA",12,203
"4394","A_M1049OM01_1S1RNA",13,203
"4395","A_M1049OM01_1S1RNA",14,203
"4396","A_M1049OM01_1S1RNA",15,205
"4397","A_M1049OM01_1S1RNA",16,205
"4398","A_M1049OM01_1S1RNA",17,205
"4399","A_M1049OM01_1S1RNA",18,205
"4400","A_M1049OM01_1S1RNA",19,206
"4401","A_M1049OM01_1S1RNA",20,302
"4402","A_M1049OM01_1S1RNA",21,304
"4403","A_M1049OM01_1S1RNA",22,304
"4404","A_M1049OM01_1S1RNA",23,304
"4405","A_M1049OM01_1S1RNA",24,304
"4406","A_M1049OM01_1S1RNA",25,305
"4407","A_M1049OM01_1S1RNA",26,306
"4408","A_M1049OM01_1S1RNA",27,306
"4409","A_M1049OM01_1S1RNA",28,306
"4410","A_M1049OM01_1S1RNA",29,307
"4411","A_M1049OM01_1S1RNA",30,308
"4412","A_M1049OM01_1S1RNA",31,308
"4413","A_M1049OM01_1S1RNA",32,308.49
"4414","A_M1049OM01_1S1RNA",33,311
"4415","A_M1049OM01_1S1RNA",34,311
"4416","A_M1049OM01_1S1RNA",35,311
"4417","A_M1049OM01_1S1RNA",36,311
"4418","A_M1049OM01_1S1RNA",37,311
"4419","A_M1049OM01_1S1RNA",38,311
"4420","A_M1049OM01_1S1RNA",39,311
"4421","A_M1049OM01_1S1RNA",40,311
"4422","A_M1049OM01_1S1RNA",41,311
"4423","A_M1049OM01_1S1RNA",42,311
"4424","A_M1049OM01_1S1RNA",43,311
"4425","A_M1049OM01_2S2RNA",1,102
"4426","A_M1049OM01_2S2RNA",2,102
"4427","A_M1049OM01_2S2RNA",3,105
"4428","A_M1049OM01_2S2RNA",4,105
"4429","A_M1049OM01_2S2RNA",5,106
"4430","A_M1049OM01_2S2RNA",6,106
"4431","A_M1049OM01_2S2RNA",7,201
"4432","A_M1049OM01_2S2RNA",8,202
"4433","A_M1049OM01_2S2RNA",9,203
"4434","A_M1049OM01_2S2RNA",10,203
"4435","A_M1049OM01_2S2RNA",11,203
"4436","A_M1049OM01_2S2RNA",12,203
"4437","A_M1049OM01_2S2RNA",13,205
"4438","A_M1049OM01_2S2RNA",14,205
"4439","A_M1049OM01_2S2RNA",15,205
"4440","A_M1049OM01_2S2RNA",16,205
"4441","A_M1049OM01_2S2RNA",17,206
"4442","A_M1049OM01_2S2RNA",18,303
"4443","A_M1049OM01_2S2RNA",19,304
"4444","A_M1049OM01_2S2RNA",20,304
"4445","A_M1049OM01_2S2RNA",21,304
"4446","A_M1049OM01_2S2RNA",22,305
"4447","A_M1049OM01_2S2RNA",23,306
"4448","A_M1049OM01_2S2RNA",24,306
"4449","A_M1049OM01_2S2RNA",25,306
"4450","A_M1049OM01_2S2RNA",26,308
"4451","A_M1049OM01_2S2RNA",27,308
"4452","A_M1049OM01_2S2RNA",28,308
"4453","A_M1049OM01_2S2RNA",29,311
"4454","A_M1049OM01_2S2RNA",30,311
"4455","A_M1049OM01_2S2RNA",31,311
"4456","A_M1049OM01_2S2RNA",32,311
"4457","A_M1049OM01_2S2RNA",33,311
"4458","A_M1049OM01_2S2RNA",34,311
"4459","A_M1049OM01_2S2RNA",35,311
"4460","A_M1049OM01_2S2RNA",36,311
"4461","A_M1049OM01_2S2RNA",37,311
"4462","A_M1049OM01_2S2RNA",38,311
"4463","A_M1049OM01_2S2RNA",39,311
"4464","A_M1049OM01_3S3RNA",1,111
"4465","A_M1049OM01_3S3RNA",2,111
"4466","A_M1049OM01_3S3RNA",3,111
"4467","A_M1049OM01_3S3RNA",4,102
"4468","A_M1049OM01_3S3RNA",5,102
"4469","A_M1049OM01_3S3RNA",6,102
"4470","A_M1049OM01_3S3RNA",7,103
"4471","A_M1049OM01_3S3RNA",8,103
"4472","A_M1049OM01_3S3RNA",9,104
"4473","A_M1049OM01_3S3RNA",10,106
"4474","A_M1049OM01_3S3RNA",11,106
"4475","A_M1049OM01_3S3RNA",12,202
"4476","A_M1049OM01_3S3RNA",13,203
"4477","A_M1049OM01_3S3RNA",14,203
"4478","A_M1049OM01_3S3RNA",15,203
"4479","A_M1049OM01_3S3RNA",16,203
"4480","A_M1049OM01_3S3RNA",17,204
"4481","A_M1049OM01_3S3RNA",18,205
"4482","A_M1049OM01_3S3RNA",19,205
"4483","A_M1049OM01_3S3RNA",20,205
"4484","A_M1049OM01_3S3RNA",21,206
"4485","A_M1049OM01_3S3RNA",22,301
"4486","A_M1049OM01_3S3RNA",23,304
"4487","A_M1049OM01_3S3RNA",24,304
"4488","A_M1049OM01_3S3RNA",25,304
"4489","A_M1049OM01_3S3RNA",26,304
"4490","A_M1049OM01_3S3RNA",27,306
"4491","A_M1049OM01_3S3RNA",28,306
"4492","A_M1049OM01_3S3RNA",29,306
"4493","A_M1049OM01_3S3RNA",30,306
"4494","A_M1049OM01_3S3RNA",31,307
"4495","A_M1049OM01_3S3RNA",32,311
"4496","A_M1049OM01_3S3RNA",33,311
"4497","A_M1049OM01_3S3RNA",34,311
"4498","A_M1049OM01_3S3RNA",35,311
"4499","A_M1049OM01_3S3RNA",36,311
"4500","A_M1049OM01_3S3RNA",37,311
"4501","A_M1049OM01_3S3RNA",38,311
"4502","A_M1049OM01_3S3RNA",39,311
"4503","A_M1049OM01_3S3RNA",40,311
"4504","A_M1049OM01_3S3RNA",41,311
"4505","A_M1049OM01_3S3RNA",42,311
"4506","A_M1050OM01_1S1RNA",1,101
"4507","A_M1050OM01_1S1RNA",2,102
"4508","A_M1050OM01_1S1RNA",3,102
"4509","A_M1050OM01_1S1RNA",4,103
"4510","A_M1050OM01_1S1RNA",5,103
"4511","A_M1050OM01_1S1RNA",6,103
"4512","A_M1050OM01_1S1RNA",7,104
"4513","A_M1050OM01_1S1RNA",8,104
"4514","A_M1050OM01_1S1RNA",9,105
"4515","A_M1050OM01_1S1RNA",10,106
"4516","A_M1050OM01_1S1RNA",11,106
"4517","A_M1050OM01_1S1RNA",12,106
"4518","A_M1050OM01_1S1RNA",13,202
"4519","A_M1050OM01_1S1RNA",14,203
"4520","A_M1050OM01_1S1RNA",15,203
"4521","A_M1050OM01_1S1RNA",16,203
"4522","A_M1050OM01_1S1RNA",17,203
"4523","A_M1050OM01_1S1RNA",18,203
"4524","A_M1050OM01_1S1RNA",19,204
"4525","A_M1050OM01_1S1RNA",20,205
"4526","A_M1050OM01_1S1RNA",21,205
"4527","A_M1050OM01_1S1RNA",22,205
"4528","A_M1050OM01_1S1RNA",23,205
"4529","A_M1050OM01_1S1RNA",24,206
"4530","A_M1050OM01_1S1RNA",25,301
"4531","A_M1050OM01_1S1RNA",26,304
"4532","A_M1050OM01_1S1RNA",27,304
"4533","A_M1050OM01_1S1RNA",28,304
"4534","A_M1050OM01_1S1RNA",29,304
"4535","A_M1050OM01_1S1RNA",30,304
"4536","A_M1050OM01_1S1RNA",31,305
"4537","A_M1050OM01_1S1RNA",32,306
"4538","A_M1050OM01_1S1RNA",33,306
"4539","A_M1050OM01_1S1RNA",34,306
"4540","A_M1050OM01_1S1RNA",35,307
"4541","A_M1050OM01_1S1RNA",36,307
"4542","A_M1050OM01_1S1RNA",37,308
"4543","A_M1050OM01_1S1RNA",38,308
"4544","A_M1050OM01_1S1RNA",39,308
"4545","A_M1050OM01_1S1RNA",40,309
"4546","A_M1050OM01_1S1RNA",41,311
"4547","A_M1050OM01_1S1RNA",42,311
"4548","A_M1050OM01_1S1RNA",43,311
"4549","A_M1050OM01_1S1RNA",44,311
"4550","A_M1050OM01_1S1RNA",45,311
"4551","A_M1050OM01_1S1RNA",46,311
"4552","A_M1050OM01_1S1RNA",47,311
"4553","A_M1050OM01_1S1RNA",48,311
"4554","A_M1050OM01_1S1RNA",49,311
"4555","A_M1050OM01_1S1RNA",50,311
"4556","A_M1050OM01_1S1RNA",51,311
"4557","A_M1050OM01_2S2RNA",1,101
"4558","A_M1050OM01_2S2RNA",2,111
"4559","A_M1050OM01_2S2RNA",3,111
"4560","A_M1050OM01_2S2RNA",4,111
"4561","A_M1050OM01_2S2RNA",5,103
"4562","A_M1050OM01_2S2RNA",6,102
"4563","A_M1050OM01_2S2RNA",7,102
"4564","A_M1050OM01_2S2RNA",8,105
"4565","A_M1050OM01_2S2RNA",9,105
"4566","A_M1050OM01_2S2RNA",10,105
"4567","A_M1050OM01_2S2RNA",11,106
"4568","A_M1050OM01_2S2RNA",12,106
"4569","A_M1050OM01_2S2RNA",13,106
"4570","A_M1050OM01_2S2RNA",14,201
"4571","A_M1050OM01_2S2RNA",15,202
"4572","A_M1050OM01_2S2RNA",16,203
"4573","A_M1050OM01_2S2RNA",17,203
"4574","A_M1050OM01_2S2RNA",18,203
"4575","A_M1050OM01_2S2RNA",19,203
"4576","A_M1050OM01_2S2RNA",20,204
"4577","A_M1050OM01_2S2RNA",21,205
"4578","A_M1050OM01_2S2RNA",22,205
"4579","A_M1050OM01_2S2RNA",23,205
"4580","A_M1050OM01_2S2RNA",24,205
"4581","A_M1050OM01_2S2RNA",25,206
"4582","A_M1050OM01_2S2RNA",26,303
"4583","A_M1050OM01_2S2RNA",27,304
"4584","A_M1050OM01_2S2RNA",28,304
"4585","A_M1050OM01_2S2RNA",29,304
"4586","A_M1050OM01_2S2RNA",30,304
"4587","A_M1050OM01_2S2RNA",31,305
"4588","A_M1050OM01_2S2RNA",32,306
"4589","A_M1050OM01_2S2RNA",33,306
"4590","A_M1050OM01_2S2RNA",34,306
"4591","A_M1050OM01_2S2RNA",35,306
"4592","A_M1050OM01_2S2RNA",36,308
"4593","A_M1050OM01_2S2RNA",37,308
"4594","A_M1050OM01_2S2RNA",38,308
"4595","A_M1050OM01_2S2RNA",39,308
"4596","A_M1050OM01_2S2RNA",40,311
"4597","A_M1050OM01_2S2RNA",41,311
"4598","A_M1050OM01_2S2RNA",42,311
"4599","A_M1050OM01_2S2RNA",43,311
"4600","A_M1050OM01_2S2RNA",44,311
"4601","A_M1050OM01_2S2RNA",45,311
"4602","A_M1050OM01_2S2RNA",46,311
"4603","A_M1050OM01_2S2RNA",47,311
"4604","A_M1050OM01_2S2RNA",48,311
"4605","A_M1050OM01_2S2RNA",49,311
"4606","A_M1050OM01_2S2RNA",50,311
"4607","A_M1050OM01_3S3RNA",1,101
"4608","A_M1050OM01_3S3RNA",2,111
"4609","A_M1050OM01_3S3RNA",3,111
"4610","A_M1050OM01_3S3RNA",4,105
"4611","A_M1050OM01_3S3RNA",5,102
"4612","A_M1050OM01_3S3RNA",6,102
"4613","A_M1050OM01_3S3RNA",7,102
