"","RunName","win60s","c"
"1760","A_M1019YF04_1S1RNA",30,308
"1761","A_M1019YF04_1S1RNA",31,308
"1762","A_M1019YF04_1S1RNA",32,308
"1763","A_M1019YF04_1S1RNA",33,311
"1764","A_M1019YF04_1S1RNA",34,311
"1765","A_M1019YF04_1S1RNA",35,311
"1766","A_M1019YF04_1S1RNA",36,311
"1767","A_M1019YF04_1S1RNA",37,311
"1768","A_M1019YF04_1S1RNA",38,311
"1769","A_M1019YF04_1S1RNA",39,311
"1770","A_M1019YF04_1S1RNA",40,311
"1771","A_M1019YF04_1S1RNA",41,311
"1772","A_M1019YF04_1S1RNA",42,311
"1773","A_M1019YF04_1S1RNA",43,311
"1774","A_M1019YF04_1S1RNA",44,311
"1775","A_M1019YF04_2S2RNA",1,111
"1776","A_M1019YF04_2S2RNA",2,111
"1777","A_M1019YF04_2S2RNA",3,111
"1778","A_M1019YF04_2S2RNA",4,102
"1779","A_M1019YF04_2S2RNA",5,102
"1780","A_M1019YF04_2S2RNA",6,105
"1781","A_M1019YF04_2S2RNA",7,104
"1782","A_M1019YF04_2S2RNA",8,106
"1783","A_M1019YF04_2S2RNA",9,106
"1784","A_M1019YF04_2S2RNA",10,106
"1785","A_M1019YF04_2S2RNA",11,202
"1786","A_M1019YF04_2S2RNA",12,203
"1787","A_M1019YF04_2S2RNA",13,203
"1788","A_M1019YF04_2S2RNA",14,203
"1789","A_M1019YF04_2S2RNA",15,203
"1790","A_M1019YF04_2S2RNA",16,204
"1791","A_M1019YF04_2S2RNA",17,205
"1792","A_M1019YF04_2S2RNA",18,205
"1793","A_M1019YF04_2S2RNA",19,205
"1794","A_M1019YF04_2S2RNA",20,206
"1795","A_M1019YF04_2S2RNA",21,301
"1796","A_M1019YF04_2S2RNA",22,304
"1797","A_M1019YF04_2S2RNA",23,304
"1798","A_M1019YF04_2S2RNA",24,304
"1799","A_M1019YF04_2S2RNA",25,304
"1800","A_M1019YF04_2S2RNA",26,305
"1801","A_M1019YF04_2S2RNA",27,306
"1802","A_M1019YF04_2S2RNA",28,306
"1803","A_M1019YF04_2S2RNA",29,306
"1804","A_M1019YF04_2S2RNA",30,306
"1805","A_M1019YF04_2S2RNA",31,308
"1806","A_M1019YF04_2S2RNA",32,308
"1807","A_M1019YF04_2S2RNA",33,309
"1808","A_M1019YF04_2S2RNA",34,311
"1809","A_M1019YF04_2S2RNA",35,311
"1810","A_M1019YF04_2S2RNA",36,311
"1811","A_M1019YF04_2S2RNA",37,311
"1812","A_M1019YF04_2S2RNA",38,311
"1813","A_M1019YF04_2S2RNA",39,311
"1814","A_M1019YF04_2S2RNA",40,311
"1815","A_M1019YF04_2S2RNA",41,311
"1816","A_M1019YF04_2S2RNA",42,311
"1817","A_M1019YF04_2S2RNA",43,311
"1818","A_M1019YF04_2S2RNA",44,311
"1819","A_M1019YF04_3S3RNA",1,111
"1820","A_M1019YF04_3S3RNA",2,111
"1821","A_M1019YF04_3S3RNA",3,105
"1822","A_M1019YF04_3S3RNA",4,102
"1823","A_M1019YF04_3S3RNA",5,102
"1824","A_M1019YF04_3S3RNA",6,102
"1825","A_M1019YF04_3S3RNA",7,103
"1826","A_M1019YF04_3S3RNA",8,103
"1827","A_M1019YF04_3S3RNA",9,106
"1828","A_M1019YF04_3S3RNA",10,106
"1829","A_M1019YF04_3S3RNA",11,106
"1830","A_M1019YF04_3S3RNA",12,202
"1831","A_M1019YF04_3S3RNA",13,203
"1832","A_M1019YF04_3S3RNA",14,203
"1833","A_M1019YF04_3S3RNA",15,203
"1834","A_M1019YF04_3S3RNA",16,203
"1835","A_M1019YF04_3S3RNA",17,204
"1836","A_M1019YF04_3S3RNA",18,205
"1837","A_M1019YF04_3S3RNA",19,205
"1838","A_M1019YF04_3S3RNA",20,205
"1839","A_M1019YF04_3S3RNA",21,206
"1840","A_M1019YF04_3S3RNA",22,303
"1841","A_M1019YF04_3S3RNA",23,304
"1842","A_M1019YF04_3S3RNA",24,304
"1843","A_M1019YF04_3S3RNA",25,304
"1844","A_M1019YF04_3S3RNA",26,304
"1845","A_M1019YF04_3S3RNA",27,306
"1846","A_M1019YF04_3S3RNA",28,306
"1847","A_M1019YF04_3S3RNA",29,306
"1848","A_M1019YF04_3S3RNA",30,307
"1849","A_M1019YF04_3S3RNA",31,311
"1850","A_M1019YF04_3S3RNA",32,311
"1851","A_M1019YF04_3S3RNA",33,311
"1852","A_M1019YF04_3S3RNA",34,311
"1853","A_M1019YF04_3S3RNA",35,311
"1854","A_M1019YF04_3S3RNA",36,311
"1855","A_M1019YF04_3S3RNA",37,311
"1856","A_M1019YF04_3S3RNA",38,311
"1857","A_M1019YF04_3S3RNA",39,311
"1858","A_M1019YF04_3S3RNA",40,311
"1859","A_M1019YF04_3S3RNA",41,311
"1860","A_M1020YF04_1S1RNA",1,102
"1861","A_M1020YF04_1S1RNA",2,102
"1862","A_M1020YF04_1S1RNA",3,103
"1863","A_M1020YF04_1S1RNA",4,103
"1864","A_M1020YF04_1S1RNA",5,104
"1865","A_M1020YF04_1S1RNA",6,105
"1866","A_M1020YF04_1S1RNA",7,106
"1867","A_M1020YF04_1S1RNA",8,106
"1868","A_M1020YF04_1S1RNA",9,201
"1869","A_M1020YF04_1S1RNA",10,202
"1870","A_M1020YF04_1S1RNA",11,203
"1871","A_M1020YF04_1S1RNA",12,203
"1872","A_M1020YF04_1S1RNA",13,203
"1873","A_M1020YF04_1S1RNA",14,203
"1874","A_M1020YF04_1S1RNA",15,204
"1875","A_M1020YF04_1S1RNA",16,205
"1876","A_M1020YF04_1S1RNA",17,205
"1877","A_M1020YF04_1S1RNA",18,205
"1878","A_M1020YF04_1S1RNA",19,206
"1879","A_M1020YF04_1S1RNA",20,303
"1880","A_M1020YF04_1S1RNA",21,304
"1881","A_M1020YF04_1S1RNA",22,304
"1882","A_M1020YF04_1S1RNA",23,304
"1883","A_M1020YF04_1S1RNA",24,305
"1884","A_M1020YF04_1S1RNA",25,306
"1885","A_M1020YF04_1S1RNA",26,306
"1886","A_M1020YF04_1S1RNA",27,307
"1887","A_M1020YF04_1S1RNA",28,308
"1888","A_M1020YF04_1S1RNA",29,308
"1889","A_M1020YF04_1S1RNA",30,311
"1890","A_M1020YF04_1S1RNA",31,311
"1891","A_M1020YF04_1S1RNA",32,311
"1892","A_M1020YF04_1S1RNA",33,311
"1893","A_M1020YF04_1S1RNA",34,311
"1894","A_M1020YF04_1S1RNA",35,311
"1895","A_M1020YF04_1S1RNA",36,311
"1896","A_M1020YF04_1S1RNA",37,311
"1897","A_M1020YF04_1S1RNA",38,311
"1898","A_M1020YF04_1S1RNA",39,311
"1899","A_M1020YF04_1S1RNA",40,311
"1900","A_M1020YF04_2S2RNA",1,111
"1901","A_M1020YF04_2S2RNA",2,111
"1902","A_M1020YF04_2S2RNA",3,111
"1903","A_M1020YF04_2S2RNA",4,102
"1904","A_M1020YF04_2S2RNA",5,105
"1905","A_M1020YF04_2S2RNA",6,105
"1906","A_M1020YF04_2S2RNA",7,106
"1907","A_M1020YF04_2S2RNA",8,106
"1908","A_M1020YF04_2S2RNA",9,106
"1909","A_M1020YF04_2S2RNA",10,202
"1910","A_M1020YF04_2S2RNA",11,203
"1911","A_M1020YF04_2S2RNA",12,203
"1912","A_M1020YF04_2S2RNA",13,203
"1913","A_M1020YF04_2S2RNA",14,203
"1914","A_M1020YF04_2S2RNA",15,205
"1915","A_M1020YF04_2S2RNA",16,205
"1916","A_M1020YF04_2S2RNA",17,205
"1917","A_M1020YF04_2S2RNA",18,206
"1918","A_M1020YF04_2S2RNA",19,301
"1919","A_M1020YF04_2S2RNA",20,304
"1920","A_M1020YF04_2S2RNA",21,304
"1921","A_M1020YF04_2S2RNA",22,304
"1922","A_M1020YF04_2S2RNA",23,304
"1923","A_M1020YF04_2S2RNA",24,306
"1924","A_M1020YF04_2S2RNA",25,306
"1925","A_M1020YF04_2S2RNA",26,306
"1926","A_M1020YF04_2S2RNA",27,308
"1927","A_M1020YF04_2S2RNA",28,308
"1928","A_M1020YF04_2S2RNA",29,311
"1929","A_M1020YF04_2S2RNA",30,311
"1930","A_M1020YF04_2S2RNA",31,311
"1931","A_M1020YF04_2S2RNA",32,311
"1932","A_M1020YF04_2S2RNA",33,311
"1933","A_M1020YF04_2S2RNA",34,311
"1934","A_M1020YF04_2S2RNA",35,311
"1935","A_M1020YF04_2S2RNA",36,311
"1936","A_M1020YF04_2S2RNA",37,311
"1937","A_M1020YF04_2S2RNA",38,311
"1938","A_M1020YF04_2S2RNA",39,311
"1939","A_M1020YF04_3S3RNA",1,111
"1940","A_M1020YF04_3S3RNA",2,111
"1941","A_M1020YF04_3S3RNA",3,105
"1942","A_M1020YF04_3S3RNA",4,102
"1943","A_M1020YF04_3S3RNA",5,102
"1944","A_M1020YF04_3S3RNA",6,103
"1945","A_M1020YF04_3S3RNA",7,103
"1946","A_M1020YF04_3S3RNA",8,104
"1947","A_M1020YF04_3S3RNA",9,106
"1948","A_M1020YF04_3S3RNA",10,106
"1949","A_M1020YF04_3S3RNA",11,202
"1950","A_M1020YF04_3S3RNA",12,203
"1951","A_M1020YF04_3S3RNA",13,203
"1952","A_M1020YF04_3S3RNA",14,203
"1953","A_M1020YF04_3S3RNA",15,203.5
"1954","A_M1020YF04_3S3RNA",16,205
"1955","A_M1020YF04_3S3RNA",17,205
"1956","A_M1020YF04_3S3RNA",18,205
"1957","A_M1020YF04_3S3RNA",19,206
"1958","A_M1020YF04_3S3RNA",20,303
"1959","A_M1020YF04_3S3RNA",21,304
"1960","A_M1020YF04_3S3RNA",22,304
"1961","A_M1020YF04_3S3RNA",23,304
"1962","A_M1020YF04_3S3RNA",24,305
"1963","A_M1020YF04_3S3RNA",25,306
"1964","A_M1020YF04_3S3RNA",26,306
"1965","A_M1020YF04_3S3RNA",27,307
"1966","A_M1020YF04_3S3RNA",28,311
"1967","A_M1020YF04_3S3RNA",29,311
"1968","A_M1020YF04_3S3RNA",30,311
"1969","A_M1020YF04_3S3RNA",31,311
"1970","A_M1020YF04_3S3RNA",32,311
"1971","A_M1020YF04_3S3RNA",33,311
"1972","A_M1020YF04_3S3RNA",34,311
"1973","A_M1020YF04_3S3RNA",35,311
"1974","A_M1020YF04_3S3RNA",36,311
"1975","A_M1020YF04_3S3RNA",37,311
"1976","A_M1020YF04_3S3RNA",38,311
"1977","A_M1021YF05_1S2RNA",1,101
"1978","A_M1021YF05_1S2RNA",2,111
"1979","A_M1021YF05_1S2RNA",3,111
"1980","A_M1021YF05_1S2RNA",4,111
"1981","A_M1021YF05_1S2RNA",5,102
"1982","A_M1021YF05_1S2RNA",6,102
"1983","A_M1021YF05_1S2RNA",7,105
"1984","A_M1021YF05_1S2RNA",8,105
"1985","A_M1021YF05_1S2RNA",9,104
"1986","A_M1021YF05_1S2RNA",10,106
"1987","A_M1021YF05_1S2RNA",11,106
"1988","A_M1021YF05_1S2RNA",12,106
"1989","A_M1021YF05_1S2RNA",13,202
"1990","A_M1021YF05_1S2RNA",14,203
"1991","A_M1021YF05_1S2RNA",15,203
"1992","A_M1021YF05_1S2RNA",16,203
"1993","A_M1021YF05_1S2RNA",17,203
"1994","A_M1021YF05_1S2RNA",18,203
"1995","A_M1021YF05_1S2RNA",19,205
"1996","A_M1021YF05_1S2RNA",20,205
"1997","A_M1021YF05_1S2RNA",21,205
"1998","A_M1021YF05_1S2RNA",22,205
"1999","A_M1021YF05_1S2RNA",23,206
"2000","A_M1021YF05_1S2RNA",24,302
"2001","A_M1021YF05_1S2RNA",25,304
"2002","A_M1021YF05_1S2RNA",26,304
"2003","A_M1021YF05_1S2RNA",27,304
"2004","A_M1021YF05_1S2RNA",28,304
"2005","A_M1021YF05_1S2RNA",29,304
"2006","A_M1021YF05_1S2RNA",30,306
"2007","A_M1021YF05_1S2RNA",31,306
"2008","A_M1021YF05_1S2RNA",32,306
"2009","A_M1021YF05_1S2RNA",33,306
"2010","A_M1021YF05_1S2RNA",34,306
"2011","A_M1021YF05_1S2RNA",35,308
"2012","A_M1021YF05_1S2RNA",36,308
"2013","A_M1021YF05_1S2RNA",37,308
"2014","A_M1021YF05_1S2RNA",38,308
"2015","A_M1021YF05_1S2RNA",39,309
"2016","A_M1021YF05_1S2RNA",40,311
"2017","A_M1021YF05_1S2RNA",41,311
"2018","A_M1021YF05_1S2RNA",42,311
"2019","A_M1021YF05_1S2RNA",43,311
"2020","A_M1021YF05_1S2RNA",44,311
"2021","A_M1021YF05_1S2RNA",45,311
"2022","A_M1021YF05_1S2RNA",46,311
"2023","A_M1021YF05_1S2RNA",47,311
"2024","A_M1021YF05_1S2RNA",48,311
"2025","A_M1021YF05_1S2RNA",49,311
"2026","A_M1021YF05_1S2RNA",50,311
"2027","A_M1021YF05_2S3RNA",1,101
"2028","A_M1021YF05_2S3RNA",2,111
"2029","A_M1021YF05_2S3RNA",3,111
"2030","A_M1021YF05_2S3RNA",4,105
"2031","A_M1021YF05_2S3RNA",5,102
"2032","A_M1021YF05_2S3RNA",6,102
"2033","A_M1021YF05_2S3RNA",7,102
"2034","A_M1021YF05_2S3RNA",8,103
"2035","A_M1021YF05_2S3RNA",9,103
"2036","A_M1021YF05_2S3RNA",10,104
"2037","A_M1021YF05_2S3RNA",11,106
"2038","A_M1021YF05_2S3RNA",12,106
"2039","A_M1021YF05_2S3RNA",13,202
"2040","A_M1021YF05_2S3RNA",14,202
"2041","A_M1021YF05_2S3RNA",15,203
"2042","A_M1021YF05_2S3RNA",16,203
"2043","A_M1021YF05_2S3RNA",17,203
"2044","A_M1021YF05_2S3RNA",18,203
"2045","A_M1021YF05_2S3RNA",19,204
"2046","A_M1021YF05_2S3RNA",20,205
"2047","A_M1021YF05_2S3RNA",21,205
"2048","A_M1021YF05_2S3RNA",22,205
"2049","A_M1021YF05_2S3RNA",23,206
"2050","A_M1021YF05_2S3RNA",24,301
"2051","A_M1021YF05_2S3RNA",25,304
"2052","A_M1021YF05_2S3RNA",26,304
"2053","A_M1021YF05_2S3RNA",27,304
"2054","A_M1021YF05_2S3RNA",28,304
"2055","A_M1021YF05_2S3RNA",29,304
"2056","A_M1021YF05_2S3RNA",30,306
"2057","A_M1021YF05_2S3RNA",31,306
"2058","A_M1021YF05_2S3RNA",32,306
"2059","A_M1021YF05_2S3RNA",33,306
"2060","A_M1021YF05_2S3RNA",34,307
"2061","A_M1021YF05_2S3RNA",35,307
"2062","A_M1021YF05_2S3RNA",36,311
"2063","A_M1021YF05_2S3RNA",37,311
"2064","A_M1021YF05_2S3RNA",38,311
"2065","A_M1021YF05_2S3RNA",39,311
"2066","A_M1021YF05_2S3RNA",40,311
"2067","A_M1021YF05_2S3RNA",41,311
"2068","A_M1021YF05_2S3RNA",42,311
"2069","A_M1021YF05_2S3RNA",43,311
"2070","A_M1021YF05_2S3RNA",44,311
"2071","A_M1021YF05_2S3RNA",45,311
"2072","A_M1021YF05_2S3RNA",46,311
"2073","A_M1021YF05_2S3RNA",47,311
"2074","A_M1021YF05_3S1RNA",1,101
"2075","A_M1021YF05_3S1RNA",2,102
"2076","A_M1021YF05_3S1RNA",3,103
"2077","A_M1021YF05_3S1RNA",4,103
"2078","A_M1021YF05_3S1RNA",5,104
"2079","A_M1021YF05_3S1RNA",6,105
"2080","A_M1021YF05_3S1RNA",7,106
"2081","A_M1021YF05_3S1RNA",8,106
"2082","A_M1021YF05_3S1RNA",9,201
"2083","A_M1021YF05_3S1RNA",10,203
"2084","A_M1021YF05_3S1RNA",11,203
"2085","A_M1021YF05_3S1RNA",12,203
"2086","A_M1021YF05_3S1RNA",13,203
"2087","A_M1021YF05_3S1RNA",14,204
"2088","A_M1021YF05_3S1RNA",15,205
"2089","A_M1021YF05_3S1RNA",16,205
"2090","A_M1021YF05_3S1RNA",17,205
"2091","A_M1021YF05_3S1RNA",18,301
"2092","A_M1021YF05_3S1RNA",19,303.5
"2093","A_M1021YF05_3S1RNA",20,304
"2094","A_M1021YF05_3S1RNA",21,304
"2095","A_M1021YF05_3S1RNA",22,304
"2096","A_M1021YF05_3S1RNA",23,304
"2097","A_M1021YF05_3S1RNA",24,306
"2098","A_M1021YF05_3S1RNA",25,306
"2099","A_M1021YF05_3S1RNA",26,306
"2100","A_M1021YF05_3S1RNA",27,308
"2101","A_M1021YF05_3S1RNA",28,308
"2102","A_M1021YF05_3S1RNA",29,308
"2103","A_M1021YF05_3S1RNA",30,311
"2104","A_M1021YF05_3S1RNA",31,311
"2105","A_M1021YF05_3S1RNA",32,311
"2106","A_M1021YF05_3S1RNA",33,311
"2107","A_M1021YF05_3S1RNA",34,311
"2108","A_M1021YF05_3S1RNA",35,311
"2109","A_M1021YF05_3S1RNA",36,311
"2110","A_M1021YF05_3S1RNA",37,311
"2111","A_M1021YF05_3S1RNA",38,311
"2112","A_M1021YF05_3S1RNA",39,311
"2113","A_M1021YF05_3S1RNA",40,311
"2114","A_M1021YF05_3S1RNA",41,311
"2115","A_M1025MM01_1S1RNA",1,102
"2116","A_M1025MM01_1S1RNA",2,102
"2117","A_M1025MM01_1S1RNA",3,103
"2118","A_M1025MM01_1S1RNA",4,103
"2119","A_M1025MM01_1S1RNA",5,104
"2120","A_M1025MM01_1S1RNA",6,104
"2121","A_M1025MM01_1S1RNA",7,106
"2122","A_M1025MM01_1S1RNA",8,106
"2123","A_M1025MM01_1S1RNA",9,106
"2124","A_M1025MM01_1S1RNA",10,202
"2125","A_M1025MM01_1S1RNA",11,203
"2126","A_M1025MM01_1S1RNA",12,203
"2127","A_M1025MM01_1S1RNA",13,203
"2128","A_M1025MM01_1S1RNA",14,203
"2129","A_M1025MM01_1S1RNA",15,205
"2130","A_M1025MM01_1S1RNA",16,205
"2131","A_M1025MM01_1S1RNA",17,205
"2132","A_M1025MM01_1S1RNA",18,206
"2133","A_M1025MM01_1S1RNA",19,301
"2134","A_M1025MM01_1S1RNA",20,304
"2135","A_M1025MM01_1S1RNA",21,304
"2136","A_M1025MM01_1S1RNA",22,304
"2137","A_M1025MM01_1S1RNA",23,304
"2138","A_M1025MM01_1S1RNA",24,306
"2139","A_M1025MM01_1S1RNA",25,306
"2140","A_M1025MM01_1S1RNA",26,306
"2141","A_M1025MM01_1S1RNA",27,308
"2142","A_M1025MM01_1S1RNA",28,308
"2143","A_M1025MM01_1S1RNA",29,308
"2144","A_M1025MM01_1S1RNA",30,311
"2145","A_M1025MM01_1S1RNA",31,311
"2146","A_M1025MM01_1S1RNA",32,311
"2147","A_M1025MM01_1S1RNA",33,311
"2148","A_M1025MM01_1S1RNA",34,311
"2149","A_M1025MM01_1S1RNA",35,311
"2150","A_M1025MM01_1S1RNA",36,311
"2151","A_M1025MM01_1S1RNA",37,311
"2152","A_M1025MM01_1S1RNA",38,311
"2153","A_M1025MM01_1S1RNA",39,311
"2154","A_M1025MM01_1S1RNA",40,311
"2155","A_M1025MM01_2S2RNA",1,111
"2156","A_M1025MM01_2S2RNA",2,111
"2157","A_M1025MM01_2S2RNA",3,111
"2158","A_M1025MM01_2S2RNA",4,102
"2159","A_M1025MM01_2S2RNA",5,102
"2160","A_M1025MM01_2S2RNA",6,105
"2161","A_M1025MM01_2S2RNA",7,105
"2162","A_M1025MM01_2S2RNA",8,105
"2163","A_M1025MM01_2S2RNA",9,106
"2164","A_M1025MM01_2S2RNA",10,106
"2165","A_M1025MM01_2S2RNA",11,202
"2166","A_M1025MM01_2S2RNA",12,203
"2167","A_M1025MM01_2S2RNA",13,203
"2168","A_M1025MM01_2S2RNA",14,203
"2169","A_M1025MM01_2S2RNA",15,203
"2170","A_M1025MM01_2S2RNA",16,205
"2171","A_M1025MM01_2S2RNA",17,205
"2172","A_M1025MM01_2S2RNA",18,205
"2173","A_M1025MM01_2S2RNA",19,206
"2174","A_M1025MM01_2S2RNA",20,301
"2175","A_M1025MM01_2S2RNA",21,304
"2176","A_M1025MM01_2S2RNA",22,304
"2177","A_M1025MM01_2S2RNA",23,304
"2178","A_M1025MM01_2S2RNA",24,304
"2179","A_M1025MM01_2S2RNA",25,306
"2180","A_M1025MM01_2S2RNA",26,306
"2181","A_M1025MM01_2S2RNA",27,306
"2182","A_M1025MM01_2S2RNA",28,308
"2183","A_M1025MM01_2S2RNA",29,308
"2184","A_M1025MM01_2S2RNA",30,309
"2185","A_M1025MM01_2S2RNA",31,311
"2186","A_M1025MM01_2S2RNA",32,311
"2187","A_M1025MM01_2S2RNA",33,311
"2188","A_M1025MM01_2S2RNA",34,311
"2189","A_M1025MM01_2S2RNA",35,311
"2190","A_M1025MM01_2S2RNA",36,311
"2191","A_M1025MM01_2S2RNA",37,311
"2192","A_M1025MM01_2S2RNA",38,311
"2193","A_M1025MM01_2S2RNA",39,311
"2194","A_M1025MM01_2S2RNA",40,311
"2195","A_M1025MM01_2S2RNA",41,311
"2196","A_M1025MM01_3S3RNA",1,111
"2197","A_M1025MM01_3S3RNA",2,111
"2198","A_M1025MM01_3S3RNA",3,111
"2199","A_M1025MM01_3S3RNA",4,102
"2200","A_M1025MM01_3S3RNA",5,102
"2201","A_M1025MM01_3S3RNA",6,102
"2202","A_M1025MM01_3S3RNA",7,103
"2203","A_M1025MM01_3S3RNA",8,103
"2204","A_M1025MM01_3S3RNA",9,104
"2205","A_M1025MM01_3S3RNA",10,106
"2206","A_M1025MM01_3S3RNA",11,106
"2207","A_M1025MM01_3S3RNA",12,201
"2208","A_M1025MM01_3S3RNA",13,203
"2209","A_M1025MM01_3S3RNA",14,203
"2210","A_M1025MM01_3S3RNA",15,203
"2211","A_M1025MM01_3S3RNA",16,203
"2212","A_M1025MM01_3S3RNA",17,204
"2213","A_M1025MM01_3S3RNA",18,205
"2214","A_M1025MM01_3S3RNA",19,205
"2215","A_M1025MM01_3S3RNA",20,205
"2216","A_M1025MM01_3S3RNA",21,206
"2217","A_M1025MM01_3S3RNA",22,303
"2218","A_M1025MM01_3S3RNA",23,304
"2219","A_M1025MM01_3S3RNA",24,304
"2220","A_M1025MM01_3S3RNA",25,304
"2221","A_M1025MM01_3S3RNA",26,305
"2222","A_M1025MM01_3S3RNA",27,306
"2223","A_M1025MM01_3S3RNA",28,306
"2224","A_M1025MM01_3S3RNA",29,306
"2225","A_M1025MM01_3S3RNA",30,307
"2226","A_M1025MM01_3S3RNA",31,311
"2227","A_M1025MM01_3S3RNA",32,311
"2228","A_M1025MM01_3S3RNA",33,311
"2229","A_M1025MM01_3S3RNA",34,311
"2230","A_M1025MM01_3S3RNA",35,311
"2231","A_M1025MM01_3S3RNA",36,311
"2232","A_M1025MM01_3S3RNA",37,311
"2233","A_M1025MM01_3S3RNA",38,311
"2234","A_M1025MM01_3S3RNA",39,311
"2235","A_M1025MM01_3S3RNA",40,311
"2236","A_M1025MM01_3S3RNA",41,311
"2237","A_M1026MM01_1S1RNA",1,102
"2238","A_M1026MM01_1S1RNA",2,102
"2239","A_M1026MM01_1S1RNA",3,103
"2240","A_M1026MM01_1S1RNA",4,103
"2241","A_M1026MM01_1S1RNA",5,104
"2242","A_M1026MM01_1S1RNA",6,104
"2243","A_M1026MM01_1S1RNA",7,105
"2244","A_M1026MM01_1S1RNA",8,106
"2245","A_M1026MM01_1S1RNA",9,106
"2246","A_M1026MM01_1S1RNA",10,201
"2247","A_M1026MM01_1S1RNA",11,203
"2248","A_M1026MM01_1S1RNA",12,203
"2249","A_M1026MM01_1S1RNA",13,203
"2250","A_M1026MM01_1S1RNA",14,203
"2251","A_M1026MM01_1S1RNA",15,204
"2252","A_M1026MM01_1S1RNA",16,205
"2253","A_M1026MM01_1S1RNA",17,205
"2254","A_M1026MM01_1S1RNA",18,205
"2255","A_M1026MM01_1S1RNA",19,206
"2256","A_M1026MM01_1S1RNA",20,303
"2257","A_M1026MM01_1S1RNA",21,304
"2258","A_M1026MM01_1S1RNA",22,304
"2259","A_M1026MM01_1S1RNA",23,304
"2260","A_M1026MM01_1S1RNA",24,305
"2261","A_M1026MM01_1S1RNA",25,306
"2262","A_M1026MM01_1S1RNA",26,306
"2263","A_M1026MM01_1S1RNA",27,308
"2264","A_M1026MM01_1S1RNA",28,308
"2265","A_M1026MM01_1S1RNA",29,311
"2266","A_M1026MM01_1S1RNA",30,311
"2267","A_M1026MM01_1S1RNA",31,311
"2268","A_M1026MM01_1S1RNA",32,311
"2269","A_M1026MM01_1S1RNA",33,311
"2270","A_M1026MM01_1S1RNA",34,311
"2271","A_M1026MM01_1S1RNA",35,311
"2272","A_M1026MM01_1S1RNA",36,311
"2273","A_M1026MM01_1S1RNA",37,311
"2274","A_M1026MM01_1S1RNA",38,311
"2275","A_M1026MM01_1S1RNA",39,311
"2276","A_M1026MM01_2S2RNA",1,106
"2277","A_M1026MM01_2S2RNA",2,111
"2278","A_M1026MM01_2S2RNA",3,111
"2279","A_M1026MM01_2S2RNA",4,111
"2280","A_M1026MM01_2S2RNA",5,102
"2281","A_M1026MM01_2S2RNA",6,102
"2282","A_M1026MM01_2S2RNA",7,102
"2283","A_M1026MM01_2S2RNA",8,105
"2284","A_M1026MM01_2S2RNA",9,105
"2285","A_M1026MM01_2S2RNA",10,106
"2286","A_M1026MM01_2S2RNA",11,106
"2287","A_M1026MM01_2S2RNA",12,106
"2288","A_M1026MM01_2S2RNA",13,202
"2289","A_M1026MM01_2S2RNA",14,203
"2290","A_M1026MM01_2S2RNA",15,203
"2291","A_M1026MM01_2S2RNA",16,203
"2292","A_M1026MM01_2S2RNA",17,203
"2293","A_M1026MM01_2S2RNA",18,205
"2294","A_M1026MM01_2S2RNA",19,205
"2295","A_M1026MM01_2S2RNA",20,205
"2296","A_M1026MM01_2S2RNA",21,205
"2297","A_M1026MM01_2S2RNA",22,301
"2298","A_M1026MM01_2S2RNA",23,304
"2299","A_M1026MM01_2S2RNA",24,304
"2300","A_M1026MM01_2S2RNA",25,304
"2301","A_M1026MM01_2S2RNA",26,304
"2302","A_M1026MM01_2S2RNA",27,305
"2303","A_M1026MM01_2S2RNA",28,306
"2304","A_M1026MM01_2S2RNA",29,306
"2305","A_M1026MM01_2S2RNA",30,308
"2306","A_M1026MM01_2S2RNA",31,308
"2307","A_M1026MM01_2S2RNA",32,311
"2308","A_M1026MM01_2S2RNA",33,311
"2309","A_M1026MM01_2S2RNA",34,311
"2310","A_M1026MM01_2S2RNA",35,311
"2311","A_M1026MM01_2S2RNA",36,311
"2312","A_M1026MM01_2S2RNA",37,311
"2313","A_M1026MM01_2S2RNA",38,311
"2314","A_M1026MM01_2S2RNA",39,311
"2315","A_M1026MM01_2S2RNA",40,311
"2316","A_M1026MM01_2S2RNA",41,311
"2317","A_M1026MM01_2S2RNA",42,311
"2318","A_M1026MM01_3S3RNA",1,111
"2319","A_M1026MM01_3S3RNA",2,111
"2320","A_M1026MM01_3S3RNA",3,111
"2321","A_M1026MM01_3S3RNA",4,105
"2322","A_M1026MM01_3S3RNA",5,102
"2323","A_M1026MM01_3S3RNA",6,102
"2324","A_M1026MM01_3S3RNA",7,102
"2325","A_M1026MM01_3S3RNA",8,103
"2326","A_M1026MM01_3S3RNA",9,103
"2327","A_M1026MM01_3S3RNA",10,104
"2328","A_M1026MM01_3S3RNA",11,106
"2329","A_M1026MM01_3S3RNA",12,106
"2330","A_M1026MM01_3S3RNA",13,201
"2331","A_M1026MM01_3S3RNA",14,203
"2332","A_M1026MM01_3S3RNA",15,203
"2333","A_M1026MM01_3S3RNA",16,203
"2334","A_M1026MM01_3S3RNA",17,203
"2335","A_M1026MM01_3S3RNA",18,204
"2336","A_M1026MM01_3S3RNA",19,205
"2337","A_M1026MM01_3S3RNA",20,205
"2338","A_M1026MM01_3S3RNA",21,205
"2339","A_M1026MM01_3S3RNA",22,206
"2340","A_M1026MM01_3S3RNA",23,303
"2341","A_M1026MM01_3S3RNA",24,304
